,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,0.21846572314381188,0.11947632424866643,0.008940894366725002,0.4986960172509171,0.2629444169573341,0.836573133309289,0.2041060713200311,0.46345929670822356,0.8556998017619184,0.40983241786573893,0.4774491197415456,0.7069631539715431,0.4856228618750008,0.8850452634023073,0.6077503546683655
1,0.22725225129536378,0.11940409724340034,0.5107531802369296,0.49998595334212814,0.2631372124592447,0.771671896078,0.2022350173391267,0.4634773563086234,0.983522370477194,0.4467644169535127,0.5066831237305522,0.6949857023246055,0.5297585755366084,0.4841593910633769,0.5148228805133693
2,0.2246255643021853,0.3733012439092957,0.5126513806919405,0.4996654180221308,0.24221520884401831,0.33845007406722183,0.20157900286516392,0.46338920367512726,0.9647052686669447,0.3953812229696767,0.21926971530192763,0.7411172348574434,0.34425088302534873,0.9633121053941747,0.9861173926237665
3,0.22594689069617957,0.37367071655671785,0.06686228631228479,0.5004366845446764,0.24309900773118787,0.3341542879453724,0.20185617897397845,0.4635243983846872,0.9642744578805009,0.4288442068211461,0.35147508370771496,0.5213384167427183,0.5284453129909058,0.8166692653594503,0.12564729112656636
4,0.010761390346553573,0.6746877988935346,0.06704166272143935,0.75947724967119,0.2857363195405695,0.33282341398875415,0.20254418761553133,0.3027341698247598,0.5718942186724597,0.3675603260407285,0.8870427334700056,0.5374901756149814,0.4178478420325135,0.7283417987610877,0.9529785750238208
5,0.24104061593018553,0.5367096793971292,0.2927987739092417,0.7600194944126965,0.29134575875446017,0.3297048853276993,0.2016659783385724,0.30266327421121564,0.0706150806262064,0.548812090393965,0.02526754067326871,0.15015607227661357,0.5175891749533724,0.20116647179476851,0.2105635588340398
6,0.058238790696265065,0.24731728537513975,0.07396201529479568,0.7608836828493752,0.011931045197262827,0.4697783411886921,0.6654894094178172,0.3025765592602838,0.04858000481894665,0.5835875714305202,0.23156642137275404,0.8099976083812869,0.4684588455049619,0.6925563876450465,0.7468602509070233
7,0.0009219830327348252,0.15381397248087184,0.13538572466223348,0.761082914125525,0.436073702465448,0.4703730119813815,0.6617894392938632,0.30263703490955174,0.5323209813559368,0.36690280692132043,0.2631988912722508,0.2120055555181213,0.45607489730985323,0.697982799470467,0.20672793252105598
8,0.4573191682027199,0.8086222578532855,0.65938022571394,0.7579843798519375,0.9032945175483481,0.7108841855449446,0.5739609622652267,0.21921479399036714,0.7375949652602389,0.5876306862288063,0.36330322020003736,0.8471194098364815,0.8781006787850099,0.6821270289734409,0.12052552015112508
9,0.5807492030580218,0.17965316907214351,0.6608585911609288,0.7605087309406124,0.6261698286551343,0.395006500251858,0.5702299102050947,0.3661183153742199,0.4732470095283796,0.550049228428208,0.07635480063415401,0.9004530487676906,0.9873485869095525,0.2179412869815923,0.46611290699746155
10,0.010761390085877707,0.14295728739299535,0.40700859444264587,0.38550410211689345,0.5715145997243318,0.31283627905615435,0.8152098538347595,0.2573873498578656,0.38576280270816143,0.18944731130278783,0.04181573755272321,0.8391202894764518,0.8954379677845598,0.5810259602377187,0.700663426790106
11,0.21846572314381188,0.25781499899778754,0.34842867057211163,0.3312726235662083,0.7260481849846155,0.31265861587862176,0.8144509724817501,0.8463265294955771,0.04159794412469429,0.2820782416330997,0.04456632639962767,0.9278604038003491,0.6566172455290079,0.841184795760895,
12,0.22725225129536378,0.2163135310212005,0.29520519866925243,0.3934241628435234,0.31572811315117444,0.31208704103062046,0.8155936896377642,0.7623196232599427,0.3930438300492635,0.1801028624153735,0.07400407597812876,0.9771857053723106,0.3649485281896973,0.08188959904532843,
13,0.22462561132440384,0.4688416180577672,0.414765389383155,0.9536414837665145,0.1589355508430235,0.3130192659490934,0.8136564164782437,0.13579744582754635,0.4798132930473979,0.28870944414512584,0.44313940170265026,0.5960310751201595,0.21844774767719266,0.21808574799050592,
14,0.22594689069617957,0.7689501687316341,0.04335008015920302,0.8019701967877029,0.1588096231807252,0.751423374081656,0.6042778280828767,0.6556756449049496,0.46300584513985077,0.49180923185979936,0.27070850355672044,0.7063682994154075,0.9448194784585735,0.1537277204077365,
15,0.09928030629345772,0.8248241935765844,0.0029907506986039728,0.8026393769489616,0.2531897101882051,0.9163776510072082,0.6038420214461669,0.9788345691931633,0.0031641221531869164,0.11538208917427566,0.2707107765458289,0.7478555564481155,0.5060647289263529,0.12102696219709605,
16,0.1070422609685419,0.3768844147626982,0.0040128043427467555,0.8103834321740868,0.15859469142504784,0.5520300579800268,0.6047509789470988,0.7180199073320489,0.5439659665106609,0.3366142815752825,0.44304872684243857,0.24994027097543167,0.9901122917678409,0.5994606781026288,
17,0.0972345111842774,0.3482534165910009,0.003943983056413867,0.7963535998291302,0.1589314732762014,0.7659598708331077,0.603866430939643,0.6379718562971577,0.726854370506481,0.9682953972319159,0.7523971267092842,0.21858174415306372,0.023592385933474305,0.6169828098656953,
18,0.025657832999226683,0.26062828471238775,0.00858240422431858,0.8109863645136965,0.25349343040176847,0.6878340855731784,0.7356799666677806,0.7155083950848805,0.0014590084035579242,0.8260580987271068,0.8717525166635262,0.25453161569012084,0.05577670064370623,0.5941067972347652,
19,0.3829771888304983,0.8524041860187195,0.008585825985158179,0.8032826672060336,0.2544525404501933,0.47672543789763716,0.7361730876208601,0.8054965585342191,0.44764031213193156,0.712941617927377,0.7576486350040345,0.22109102645725676,0.04077842458504374,0.513221392547956,
20,0.7313695083653918,0.9973939340243531,0.005087950019623142,0.4438646246206969,0.2539580275942459,0.537862287929743,0.7362858650316569,0.9176832829765771,0.08970856499103556,0.7104730962713462,0.8829336524903718,0.31187416119193206,0.01583979653281916,0.7101537626423042,
21,0.26022114152716114,0.6308353636313773,0.4492989896072898,0.9639695567027449,0.3234766121191813,0.5502436124301983,0.7363421062184903,0.7892422329211114,0.019984889381163225,0.09165565627716234,0.8534709597487633,0.20870431598038708,0.039182389214089015,0.3907169086123856,
22,0.24040775544578757,0.49163906415373226,0.4474348705631888,0.6950042312522484,0.3237030257366671,0.5880666580840846,0.17951251100059906,0.0744651176592151,0.40895424375981143,0.2900011389891775,0.8162519557482774,0.2698642339102914,0.01613218104861528,0.17217099496969226,
23,0.9550899336192449,0.262539928963174,0.004286768589002944,0.3634284158419613,0.37573413947562745,0.41274868191252634,0.7279730312395488,0.7844394648930645,0.5495000541949582,0.08856686707033228,0.8167222009785094,0.24089728371375024,0.05397726641078499,0.47829117951430705,
24,0.9550898460213144,0.606869021201143,0.36165420897242573,0.16613322642434344,0.37684658818823524,0.6720386272110244,0.731230719578032,0.708833941926341,0.4346159780598688,0.15373851026779745,0.8503282379933291,0.6441321710740595,0.02320824181607189,0.28493946086615934,
25,0.8838445736683829,0.51469358164224,0.11787087507087046,0.9708375102730769,0.38200477118943926,0.5348895242991163,0.16155807059497196,0.22609251784772824,0.4754200308562396,0.3721582109550098,0.46722194116026106,0.6372758061953253,0.1131480255687031,0.6281732153668581,
26,,0.6522452535642779,0.009353299890811566,0.9824596520753093,0.3819899108789381,0.3444298842205435,0.2021481122140126,0.3440259101485325,0.3748819928727934,0.3790208823524819,0.412681901672097,0.6586918051042829,0.10778756298224967,0.5626055758158737,
27,,0.5904435088150933,0.00960606073141739,0.9460722618152182,0.6895928924097315,0.5781761648855792,0.20178213614425297,0.6958585106027017,0.09822899497876146,0.3139349543017924,0.41724270651056666,0.8218019830172011,0.570456953098196,0.5236481625823213,
28,,0.6096848834874217,0.30629406881884746,0.35607528000519195,0.6897556752608192,0.5365639061731121,0.20248951200660903,0.5592195232895625,0.002764241772042902,0.21233176706739568,0.46872189904365946,0.2700438876242008,0.7496258244288839,0.9987208791714409,
29,,0.9857905322635454,0.6790565821146972,0.9417063827535517,0.06258495340316106,0.5994351133188611,0.20184141797652816,0.2635199325340105,0.6823185937403936,0.22111394410932364,0.4900701842702375,0.1180815615733344,0.7492442990211473,0.3444076457366859,
