,"['Au0+', 'Au0+', 'Au0+', 'Au0+', 'Au0+']","['C4-', 'C4-', 'C4-', 'N3-', 'N3-']","['C4-', 'C4-', 'N3-', 'N3-', 'N3-']","['Co0+', 'Co0+', 'Co0+', 'Cu0+', 'Cu0+']","['Cu0+', 'Cu0+', 'Cu0+', 'Cu0+', 'Cu0+']","['F-', 'F-', 'F-', 'F-', 'F-']","['F-', 'F-', 'O2-', 'O2-', 'O2-']","['F-', 'O2-', 'O2-', 'O2-', 'O2-']","['Fe0+', 'Si0+', 'Si0+', 'Si0+', 'Si0+']","['Ge0+', 'Ge0+', 'Ge0+', 'Ge0+', 'Ge0+']","['H+', 'O2-', 'O2-', 'O2-', 'O2-']","['Li0+', 'Li0+', 'Li0+', 'Li0+', 'Li0+']","['N2.6-', 'N2.6-', 'N2.6-', 'N2.6-', 'O2-']","['N3-', 'N3-', 'N3-', 'N3-', 'O2-']","['N3-', 'N3-', 'N3-', 'O2-', 'O2-']","['N3-', 'N3-', 'O2-', 'O2-', 'O2-']","['N3-', 'O2-', 'O2-', 'O2-', 'O2-']","['Ni0+', 'Ni0+', 'Ni0+', 'Ni0+', 'Ni0+']","['Ni0+', 'Ni0+', 'Ni0+', 'Yb0+', 'Yb0+']","['O0+', 'O0+', 'O0+', 'O0+', 'O0+']","['O2-', 'O2-', 'O2-', 'O2-', 'O2-']","['Pd0+', 'Pd0+', 'Pd0+', 'Pd0+', 'Pd0+']","['Pd0+', 'Pd0+', 'Pd0+', 'Si0+', 'Si0+']","['Pt0+', 'Pt0+', 'Pt0+', 'Pt0+', 'Pt0+']","['Ru0+', 'Ru0+', 'Ru0+', 'Ru0+', 'Ru0+']","['S2-', 'S2-', 'S2-', 'S2-', 'S2-']","['Si0+', 'Si0+', 'Si0+', 'Si0+', 'Si0+']","['Si3-', 'Si3-', 'Si3-', 'Si3-', 'Si3-']","['Te2-', 'Te2-', 'Te2-', 'Te2-', 'Te2-']"
0,270.11913702191663,93.12165122882135,94.14929152141133,-180.69597993784328,-2052.774530330619,-35.60762552916586,53.47570938757298,37.470215473422115,180.57978706795262,263.1209908891254,-22.576601003917403,-262.1648977895931,49.26350637776926,51.80848126673058,-79.17869391554606,38.46973339478666,36.20350907774298,67.75897031545543,-570.794986273876,-76.7236635849994,-55.884123513799295,-831.9653726535787,9492.635775248662,-553.3229248996405,338.50714455793167,33.728169499699675,-92.26725397010458,-334.09561138962613,-77.14086179982772
1,537.6884324988948,115.6162132697649,94.14283706792773,-195.4694418722147,-2064.668055533148,-35.61184214648881,52.994566401123535,,198.05401142073953,273.2062237298338,-22.577325240006957,-260.51607571511624,49.26041776207279,51.8021044693495,-79.17869391554606,38.46973339478666,45.97926035876384,-110.02139455789097,-600.0053019108769,36.87690858263332,-55.76366658336397,-845.8935141748785,-2602.3150422685544,-554.1493404369181,301.2423534449755,34.726549158660816,-92.29323582372217,-262.2694067068951,
2,1156.5190402222674,93.12165147639229,29.61597872849032,-197.14804794849317,,-9.784847415969296,53.47570938757298,,187.75310335129507,-208.93174479749325,,,,51.80848126673058,,38.46973339478666,34.668534235842515,-132.45584363833814,,36.87555146243804,-55.65775629436385,-125.99780399245154,3655.495991992651,-355.08869474669905,338.5058939312458,,,262.91071156905974,
3,421.74841865500935,115.6162132697649,94.14929152141133,-181.97014993123884,,,52.994566401123535,,180.57978706795262,-237.95358222651765,,,,51.8021044693495,,,51.65547925322505,,,36.88273268902029,-55.607769853607124,-178.0546974160504,10320.430928978007,-352.4977621064604,301.24525321185746,,,-224.42462719956532,
4,133.23696337893188,,94.14283706792773,,,,,,198.05401142073953,-173.84884839372904,,,,,,,36.20350907774298,,,36.87221061705844,-37.72588057202938,-276.8378140309893,9495.450569169665,-194.42865877006102,,,,,
5,132.3459902287736,,29.61597872849032,,,,,,187.75310335129507,-192.09400061497826,,,,,,,45.9557467700331,,,-74.85345100807996,-37.72658082652441,122.28784924118241,-2604.341762167021,-175.86614148298946,,,,,
6,-222.32667088389758,,,,,,,,,,,,,,,,34.668534235842515,,,24.473237877388442,-37.72332500909488,,3641.4415802616736,-144.50618780285777,,,,,
7,-232.50833014229192,,,,,,,,,,,,,,,,,,,24.468626371330572,-37.73117603827063,,10349.406277003756,-165.6404732032198,,,,,
8,-110.6072506432103,,,,,,,,,,,,,,,,,,,24.48405307093151,17.212562602895815,,,-57.73640504973679,,,,,
9,-109.95660594355093,,,,,,,,,,,,,,,,,,,24.47686757863363,-52.78617283878174,,,-64.40806416329968,,,,,
10,-168.3198162871289,,,,,,,,,,,,,,,,,,,24.470941537974454,52.60087083046159,,,-57.75483184605474,,,,,
11,-170.73077212629534,,,,,,,,,,,,,,,,,,,24.469374106535952,64.55617923981202,,,37.77183107372423,,,,,
12,-91.92650903730265,,,,,,,,,,,,,,,,,,,24.483889818055957,37.89406797540491,,,,,,,,
13,-44.85564642667248,,,,,,,,,,,,,,,,,,,24.47913884296554,36.766435218160524,,,,,,,,
14,-156.3631082573903,,,,,,,,,,,,,,,,,,,-21.901810803990884,36.82380789072013,,,,,,,,
15,-155.0389581107172,,,,,,,,,,,,,,,,,,,49.36493300536995,36.49474674207693,,,,,,,,
16,651.6246400822718,,,,,,,,,,,,,,,,,,,-21.97114200722791,-38.02150737573774,,,,,,,,
17,692.3243478455161,,,,,,,,,,,,,,,,,,,49.29841643388653,39.44532970131331,,,,,,,,
18,-466.343798044453,,,,,,,,,,,,,,,,,,,,39.45449797261713,,,,,,,,
19,-459.2851722328392,,,,,,,,,,,,,,,,,,,,39.439547920049506,,,,,,,,
20,,,,,,,,,,,,,,,,,,,,,39.45784122436726,,,,,,,,
21,,,,,,,,,,,,,,,,,,,,,39.74560786317505,,,,,,,,
22,,,,,,,,,,,,,,,,,,,,,39.74871544456994,,,,,,,,
23,,,,,,,,,,,,,,,,,,,,,36.27739033098129,,,,,,,,
24,,,,,,,,,,,,,,,,,,,,,35.75416895136405,,,,,,,,
25,,,,,,,,,,,,,,,,,,,,,35.7708999541841,,,,,,,,
26,,,,,,,,,,,,,,,,,,,,,36.27569223324289,,,,,,,,
27,,,,,,,,,,,,,,,,,,,,,36.28542594794794,,,,,,,,
28,,,,,,,,,,,,,,,,,,,,,35.76133602694131,,,,,,,,
29,,,,,,,,,,,,,,,,,,,,,35.75810010683267,,,,,,,,
30,,,,,,,,,,,,,,,,,,,,,36.28403758866031,,,,,,,,
31,,,,,,,,,,,,,,,,,,,,,31.163379764236765,,,,,,,,
32,,,,,,,,,,,,,,,,,,,,,28.88164866676331,,,,,,,,
33,,,,,,,,,,,,,,,,,,,,,28.438286956170344,,,,,,,,
34,,,,,,,,,,,,,,,,,,,,,29.665056574995077,,,,,,,,
35,,,,,,,,,,,,,,,,,,,,,29.756794098410666,,,,,,,,
36,,,,,,,,,,,,,,,,,,,,,52.6009213903512,,,,,,,,
37,,,,,,,,,,,,,,,,,,,,,64.55609335147784,,,,,,,,
38,,,,,,,,,,,,,,,,,,,,,30.72319213429998,,,,,,,,
39,,,,,,,,,,,,,,,,,,,,,30.731610266667843,,,,,,,,
40,,,,,,,,,,,,,,,,,,,,,30.721998731908315,,,,,,,,
41,,,,,,,,,,,,,,,,,,,,,30.729505732771486,,,,,,,,
42,,,,,,,,,,,,,,,,,,,,,-26.727456379401815,,,,,,,,
43,,,,,,,,,,,,,,,,,,,,,-26.72768604581219,,,,,,,,
44,,,,,,,,,,,,,,,,,,,,,30.72319213429998,,,,,,,,
45,,,,,,,,,,,,,,,,,,,,,30.731610266667843,,,,,,,,
46,,,,,,,,,,,,,,,,,,,,,30.721998731908315,,,,,,,,
47,,,,,,,,,,,,,,,,,,,,,30.729505732771486,,,,,,,,
48,,,,,,,,,,,,,,,,,,,,,32.53938208672608,,,,,,,,
49,,,,,,,,,,,,,,,,,,,,,32.52917564085638,,,,,,,,
50,,,,,,,,,,,,,,,,,,,,,32.53087684585506,,,,,,,,
51,,,,,,,,,,,,,,,,,,,,,32.52532320641532,,,,,,,,
52,,,,,,,,,,,,,,,,,,,,,35.574413715926084,,,,,,,,
53,,,,,,,,,,,,,,,,,,,,,35.99232938318235,,,,,,,,
54,,,,,,,,,,,,,,,,,,,,,35.20986192242205,,,,,,,,
55,,,,,,,,,,,,,,,,,,,,,35.54459660301333,,,,,,,,
56,,,,,,,,,,,,,,,,,,,,,-41.66883938887372,,,,,,,,
57,,,,,,,,,,,,,,,,,,,,,33.45354848890125,,,,,,,,
58,,,,,,,,,,,,,,,,,,,,,33.45354848890125,,,,,,,,
59,,,,,,,,,,,,,,,,,,,,,20.092324097531787,,,,,,,,
60,,,,,,,,,,,,,,,,,,,,,20.129283886338158,,,,,,,,
61,,,,,,,,,,,,,,,,,,,,,53.13281352330088,,,,,,,,
62,,,,,,,,,,,,,,,,,,,,,53.13728319507723,,,,,,,,
63,,,,,,,,,,,,,,,,,,,,,73.60257661658028,,,,,,,,
64,,,,,,,,,,,,,,,,,,,,,52.07445280684999,,,,,,,,
65,,,,,,,,,,,,,,,,,,,,,73.59244722758876,,,,,,,,
66,,,,,,,,,,,,,,,,,,,,,52.136034006448995,,,,,,,,
67,,,,,,,,,,,,,,,,,,,,,52.13505820687891,,,,,,,,
68,,,,,,,,,,,,,,,,,,,,,73.59769731969874,,,,,,,,
