,"['As3-', 'As3-', 'As3-']","['Au0+', 'Au0+', 'Au0+']","['C0+', 'C0+', 'C0+']","['C4-', 'C4-', 'C4-']","['Cl0+', 'Cl0+', 'Cl0+']","['Co0+', 'Co0+', 'Co0+']","['Co0+', 'Co0+', 'Cu0+']","['Cu0+', 'Cu0+', 'Cu0+']","['F-', 'F-', 'F-']","['Fe0+', 'Fe0+', 'Fe0+']","['Fe0+', 'Fe0+', 'Si0+']","['Ge0+', 'Ge0+', 'Ge0+']","['H+', 'N3-', 'N3-']","['Ir0+', 'Ir0+', 'Ir0+']","['Mn0+', 'Ni0+', 'Ni0+']","['Mo0+', 'Mo0+', 'Mo0+']","['N2.6-', 'N2.6-', 'N2.6-']","['N2.6-', 'N2.6-', 'O2-']","['N3-', 'N3-', 'N3-']","['N3-', 'N3-', 'O2-']","['N3-', 'O2-', 'O2-']","['Ni0+', 'Ni0+', 'Ni0+']","['O2-', 'O2-', 'O2-']","['Os0+', 'Os0+', 'Os0+']","['P3-', 'P3-', 'P3-']","['Pd0+', 'Pd0+', 'Pd0+']","['Pt0+', 'Pt0+', 'Pt0+']","['Rh0+', 'Rh0+', 'Rh0+']","['Ru0+', 'Ru0+', 'Ru0+']","['Sb3-', 'Sb3-', 'Sb3-']","['Si0+', 'Si0+', 'Si0+']","['Si4-', 'Si4-', 'Si4-']","['Te2-', 'Te2-', 'Te2-']","['W0+', 'W0+', 'W0+']"
0,0.3316641959796928,0.37329018401119235,0.8487590205307175,0.677968680295906,0.5102695612218493,0.7511181559697112,0.12202817108699758,0.8308343851583019,0.12534248883195204,0.8266802068052823,0.629121117493594,0.6312342607841327,0.97781556307883,0.4773074099189798,0.5277970184188651,0.7716106628770362,0.3312726235662083,0.38550410211689345,0.420424789690345,0.9536414837665145,0.9639695567027449,0.8756723875896649,0.4986960172509171,0.2556770361664795,0.2762071620448887,0.32679803301332816,0.7652769074845721,0.17207251356325498,0.07256740243662431,0.000429361592332572,0.24754492436368913,0.541394001397416,0.3465834591578187,0.9308078655448783
1,0.33162791367004885,0.3769188496639369,0.45567253469806307,0.05923042940015223,,0.6084238990519762,0.271684030764788,0.4960011274622394,,0.8129636963453143,0.5448944926065435,0.7948819384372484,0.9779750069195879,0.5552928851785511,0.2741472271346979,0.6523504652056217,0.3312722794959454,0.385354106104294,0.4159761863289297,0.3634284158419613,0.9824596520753093,0.3465527418264172,0.49998595334212814,0.2806429164162992,0.4073016011190551,0.9919175935272854,0.720479789781141,0.17710556387454557,0.006722799346075163,0.0011219022838184747,0.24753762196094156,0.7871607973795598,0.5551708175045758,0.7761693061133556
2,0.3996828017177112,0.41208166650626693,0.9897030563499954,0.13044110552128138,,0.6585212915240432,0.38476515781086335,0.8367331448099378,,0.852793334267097,0.7430482768606329,0.8204727599209677,0.9785332101793943,0.7379175328845806,,0.8005395911687121,,,,0.16613322642434344,0.9823965272803125,0.1355907595003185,0.4996654180221308,0.061863425769834814,0.2766300742069554,0.6237254623418493,0.6029077268500399,0.16670818739098933,0.0778529383228751,0.001893277339800913,,0.5382761550086304,0.4288620611574502,0.9627803950632685
3,0.3998944825534738,0.4877163188276252,0.9927076591937994,0.3122779345594746,,0.7061111077702008,0.3423181258407893,0.24442341433865356,,0.8204785677320781,0.812448157803017,0.503125864752222,0.9779477931532944,0.31299436976765604,,0.6488883611202935,,,,0.9708375102730769,0.9636507711145981,0.9129345567982161,0.5004366845446764,0.2683653102796323,0.4056074650842823,0.23129304956366695,0.5850194139566337,0.12299259015157189,0.07636355672624287,0.005154877045823873,,0.7348839521564765,,0.7294751817406299
4,0.5263782727366271,0.4475874171410183,0.99319480446784,0.03377633562938366,,0.14599451394360452,0.24483047566239358,,,,0.6291376365020931,0.39937821465221574,0.9791690176263944,0.48760163870605805,,0.7772454101213004,,,,0.363480887973261,,0.9522241269088352,0.75947724967119,0.29617011096158535,0.4070156614911012,0.46764420868712964,0.6931318114950074,0.11762472864976693,0.07155526333311085,0.5321285565717441,,0.5413854022330951,,
5,0.5286334075058454,0.49710500456038553,0.9892340395946113,0.16602388324477182,,0.16003132063390024,0.12199015731364238,,,,0.5448937017513164,0.5949142893523734,0.9790520029428873,0.9084538963768015,,0.76944744036177,,,,0.1661714748698835,,0.7455104837999976,0.7600194944126965,0.3558524032851166,0.405485839090444,0.8939641258261253,0.7046744756735385,0.19311013733930618,0.007378877944735684,0.5320111352287572,,0.786938923579475,,
6,0.3737054637281082,0.37469751362406567,0.05903226892733895,0.8650628259733352,,0.1614279565216347,,,,,0.7430944520272565,0.5874300100333776,0.9783160677585503,0.8393594476044239,,0.7669498875990785,,,,0.9709903026574863,,0.9192195590089568,0.7608836828493752,0.19324040581778057,0.2765457656915776,0.9969519345244612,0.9681161468015267,,0.07496143152095777,,,0.5380834004088395,,
7,0.37510389022816165,0.37945010052746775,0.07723835720102283,0.07220300565699618,,0.14582682512710302,,,,,0.8124510100579926,0.5631668873804273,0.9777751925472704,0.4637397487490736,,0.9995094354322902,,,,0.9536414837665145,,0.8321939792454445,0.761082914125525,0.11036166361732998,0.27625455180752584,0.6154706812704337,0.8635302780833851,,0.0779511795191312,,,0.734700817360944,,
8,0.5253023777176541,0.014839302426933931,,0.004823760667568372,,0.3162157750444106,,,,,,0.3799830292775012,,0.4442083404687675,,0.7104356527325641,,,,0.9536414837665145,,0.45546203601608304,0.7579843798519375,0.7652137679978466,0.22389250844673272,0.9753745366370852,0.3019136920378638,,0.7463204195988664,,,0.5415414906579502,,
9,0.3741608238955096,0.014462984898350354,,0.005387512290876506,,0.29726475444136546,,,,,,0.35653096567012327,,0.75605680893899,,0.314460817633921,,,,,,0.47450310678267893,0.7605087309406124,0.7583931027746105,0.22390777339250872,0.45378113942738835,0.2465639155610302,,0.19903932716926018,,,0.7866143781476548,,
