,"['Al0+', 'Al0+', 'Os0+', 'Ru0+']","['Al0+', 'Mg0+', 'Mg0+', 'Mg0+']","['Al0+', 'Te0+', 'Te0+', 'Te0+']","['As2.66666667-', 'As2.66666667-', 'As2.66666667-', 'As2.66666667-']","['As3-', 'As3-', 'As3-', 'As3-']","['Au0+', 'Au0+', 'Au0+', 'Au0+']","['Au0+', 'Au0+', 'Au0+', 'Ge0+']","['Au0+', 'Au0+', 'Au0+', 'Si0+']","['Au0+', 'Ge0+', 'Ge0+', 'Ge0+']","['Au0+', 'Si0+', 'Si0+', 'Si0+']","['B0+', 'B0+', 'B0+', 'B0+']","['Bi0+', 'Bi0+', 'Bi0+', 'Bi0+']","['Bi0+', 'Cl0+', 'Cl0+', 'Cl0+']","['Br-', 'Br-', 'Br-', 'Br-']","['Br-', 'Br-', 'Br-', 'S0+']","['Br0+', 'Br0+', 'Br0+', 'Br0+']","['Br0+', 'Br0+', 'Br0+', 'N-']","['Br0.14285714-', 'Br0.14285714-', 'Br0.14285714-', 'Br0.14285714-']","['C-', 'N3-', 'N3-', 'N3-']","['C-', 'N3-', 'N3-', 'O2-']","['C0+', 'C0+', 'C0+', 'C0+']","['C0+', 'C0+', 'O0+', 'O0+']","['C4-', 'C4-', 'C4-', 'C4-']","['C4-', 'C4-', 'C4-', 'N3-']","['C4-', 'C4-', 'C4-', 'O2-']","['C4-', 'C4-', 'N3-', 'N3-']","['C4-', 'C4-', 'O2-', 'O2-']","['C4-', 'C4-', 'P3-', 'P3-']","['C4-', 'N3-', 'N3-', 'N3-']","['C4-', 'O2-', 'O2-', 'O2-']","['Cl-', 'Cl-', 'Cl-', 'Cl-']","['Cl-', 'Cl-', 'Cl-', 'N3-']","['Cl-', 'Cl-', 'Cl-', 'O2-']","['Cl-', 'Cl-', 'N3-', 'N3-']","['Cl-', 'Cl-', 'O2-', 'O2-']","['Cl0+', 'Cl0+', 'Cl0+', 'Cl0+']","['Co0+', 'Co0+', 'Co0+', 'Co0+']","['Co0+', 'Co0+', 'Co0+', 'Cu0+']","['Cs0+', 'Cs0+', 'Cs0+', 'Cs0+']","['Cu0+', 'Cu0+', 'Cu0+', 'Cu0+']","['Dy0+', 'Dy0+', 'Dy0+', 'Dy0+']","['F-', 'F-', 'F-', 'F-']","['F-', 'F-', 'F-', 'O2-']","['F-', 'O2-', 'O2-', 'O2-']","['Fe0+', 'Fe0+', 'Fe0+', 'Fe0+']","['Fe0+', 'Si0+', 'Si0+', 'Si0+']","['Ga0+', 'Ga0+', 'Ga0+', 'Ga0+']","['Ge0+', 'Ge0+', 'Ge0+', 'Ge0+']","['Ge0+', 'Ge0+', 'Ge0+', 'H0+']","['Ge0+', 'Ge0+', 'Ni0+', 'Ni0+']","['H+', 'H+', 'N3-', 'N3-']","['H-', 'H-', 'H-', 'H-']","['H-', 'Si4-', 'Si4-', 'Si4-']","['Hf0+', 'Hf0+', 'Hf0+', 'Hf0+']","['I-', 'I-', 'I-', 'I-']","['I0+', 'I0+', 'I0+', 'I0+']","['I0+', 'Te0+', 'Te0+', 'Te0+']","['Ir0+', 'Ir0+', 'Ir0+', 'Ir0+']","['Ir0+', 'Ir0+', 'Si0+', 'Si0+']","['Li0+', 'Li0+', 'Li0+', 'Li0+']","['Mg0+', 'Mg0+', 'Mg0+', 'Mg0+']","['Mo0+', 'Mo0+', 'Mo0+', 'Mo0+']","['N2.2-', 'N2.2-', 'N2.2-', 'O2-']","['N2.6-', 'N2.6-', 'N2.6-', 'O2-']","['N2.66666667-', 'N2.66666667-', 'N2.66666667-', 'N2.66666667-']","['N2.96666667-', 'N2.96666667-', 'N2.96666667-', 'N2.96666667-']","['N2.96666667-', 'N2.96666667-', 'N2.96666667-', 'O2-']","['N3-', 'N3-', 'N3-', 'N3-']","['N3-', 'N3-', 'N3-', 'O2-']","['N3-', 'N3-', 'O2-', 'O2-']","['N3-', 'O2-', 'O2-', 'O2-']","['Ni0+', 'Ni0+', 'Ni0+', 'Ni0+']","['Ni0+', 'Ni0+', 'Ru0+', 'Ru0+']","['Ni0+', 'Ni0+', 'Yb0+', 'Yb0+']","['O0+', 'O0+', 'O0+', 'O0+']","['O2-', 'O2-', 'O2-', 'O2-']","['Os0+', 'Os0+', 'Os0+', 'Os0+']","['P2.66666667-', 'P2.66666667-', 'P2.66666667-', 'P2.66666667-']","['P3-', 'P3-', 'P3-', 'P3-']","['Pb0+', 'Pb0+', 'Pb0+', 'Pb0+']","['Pd0+', 'Pd0+', 'Pd0+', 'Pd0+']","['Pr0+', 'Pr0+', 'Pr0+', 'Pr0+']","['Pt0+', 'Pt0+', 'Pt0+', 'Pt0+']","['Pt0+', 'Pt0+', 'Pt0+', 'Si0+']","['Pt0+', 'Si0+', 'Si0+', 'Si0+']","['Rh0+', 'Rh0+', 'Rh0+', 'Rh0+']","['Rh0+', 'Rh0+', 'Si0+', 'Si0+']","['Ru0+', 'Ru0+', 'Ru0+', 'Ru0+']","['S2-', 'S2-', 'S2-', 'S2-']","['Sb-', 'Sb-', 'Sb-', 'Sb-']","['Sb2.6-', 'Sb2.6-', 'Sb2.6-', 'Sb2.6-']","['Sb2.66666667-', 'Sb2.66666667-', 'Sb2.66666667-', 'Sb2.66666667-']","['Sb2.81818182-', 'Sb2.81818182-', 'Sb2.81818182-', 'Sb2.81818182-']","['Sb3-', 'Sb3-', 'Sb3-', 'Sb3-']","['Se1.5-', 'Se1.5-', 'Se1.5-', 'Se1.5-']","['Se1.75-', 'Se1.75-', 'Se1.75-', 'Se1.75-']","['Se1.83333333-', 'Se1.83333333-', 'Se1.83333333-', 'Se1.83333333-']","['Se2-', 'Se2-', 'Se2-', 'Se2-']","['Si0+', 'Si0+', 'Si0+', 'Si0+']","['Si4-', 'Si4-', 'Si4-', 'Si4-']","['Sr0+', 'Sr0+', 'Sr0+', 'Sr0+']","['Te0+', 'Te0+', 'Te0+', 'Te0+']","['Te1.2-', 'Te1.2-', 'Te1.2-', 'Te1.2-']","['Te2-', 'Te2-', 'Te2-', 'Te2-']","['W0+', 'W0+', 'W0+', 'W0+']","['Yb0+', 'Yb0+', 'Yb0+', 'Yb0+']","['Zn0+', 'Zn0+', 'Zn0+', 'Zn0+']"
0,0.6861137445040927,0.20857923420183594,0.18181361222824918,0.526056877899729,0.07761420426160033,0.11459871538532752,0.196757675878904,0.8649211451979366,0.16576650124642855,0.024347881919841954,0.2556679843161759,0.02091765362798507,0.23650977264907566,0.2942553667308608,0.007489711820966441,0.2911210143040664,0.5979396363736094,0.016739367989100886,0.5588337439194143,0.2867421108338566,0.10763429295367681,0.7199765789475631,0.634826238402595,0.005108106941612846,0.002758775878863805,0.038032050617668754,0.16029342700584984,0.03611956244209443,0.43270316728789615,0.11738541870730947,0.9400879548999548,0.5280237367810123,0.6533332491973632,0.6032951942441874,0.5792767053472657,0.47010333772967183,0.7440846442443009,0.4345252809076412,0.2837864839917958,0.803036518426451,0.7786724891185713,0.5065403915680207,0.4428964996008167,0.24414299010275095,0.20738356045325254,0.022992061536784465,0.8899305649587662,0.0032075843006364965,0.0024874096659778877,0.9828254809823764,0.0854229685135398,0.5143017552062839,0.003937449512932241,0.34187715484832354,0.18816592527216036,0.4793724919415738,0.37696003464199895,0.3433541098720105,0.3668099884314955,0.847017052256646,0.5620367833760385,0.13445241176330702,0.2352968621734447,0.6410882213086171,0.629563936299733,0.496105341313199,0.4496557718173351,0.7267656168329898,0.24221520884401831,0.436073702465448,0.1589355508430235,0.3897515500478228,0.5193928493574739,0.8449964865027707,0.19510641754922586,0.2629444169573341,0.3365088967703811,0.2499714449645505,0.013643131968429085,0.7041768964195195,0.39184999496944867,0.30358904543618626,0.488188242288992,0.39888445889570334,0.6734419472898333,0.7420976369908051,0.17976652679585536,0.05994227537381248,0.001438323522563971,0.4316204486672664,0.2680393316545533,0.36712006278899406,0.0026948234615138543,0.18100398221091815,0.2859654158285836,0.5551571083781678,0.5104500971095617,0.001587855592809122,0.2613201748338321,0.0015727637264153801,0.5811677874212509,0.4834209188106766,0.0740012871520287,0.03704304967499874,0.5329923630431139,0.4624555275747316,0.007630145729722634
1,0.6892046429951566,0.20866865819337152,0.17937563894703354,0.5246080077984195,0.07802958873430595,0.10429334938145636,0.19713144722556003,0.04387342738977338,0.16631388450107032,0.051009722449279295,,0.01702956248669766,,0.2936739229821358,0.007676916562906051,0.29483645749909393,0.5979394870476065,0.013139865277354548,0.558570062121949,0.2855623644736381,0.5092169760690052,,0.09552573093703817,0.005165935390160621,0.003957739195460016,0.038032050617668754,0.09118649733076148,0.03608061587329779,0.38552875327130237,0.11723556757729102,0.9401660956207418,0.527989155474987,0.6541594459274094,0.602874997792197,0.5792808090956746,0.4685191680525376,0.2669824683684009,0.28813974404141096,0.27772105453408175,0.2816565952119036,0.8150695999411682,0.5066511981862046,0.4427824385632045,0.24389116645366174,0.1504108711394969,0.07816949359331447,0.8937124628895587,0.010147354302532158,,,0.08539250878125369,0.5104439624493282,0.015777549119180428,0.34178850114451403,0.18101221343272064,0.5286531013099743,0.37729088352233625,0.23647243863118866,0.3651618437823385,0.8686772251164523,0.5620442813407646,0.1344048824476922,0.48761334671268963,0.6410223927485788,0.6314470212204071,0.8704254328736337,0.9606104049892334,0.7280579407665708,0.24309900773118787,0.7260481849846155,0.1588096231807252,0.9589653848698731,0.33550575569930524,0.6594204722092323,0.19414630985849457,0.2631372124592447,0.5011384172574825,0.5628142915962308,0.012659914092104523,0.7246436812772209,0.48506865238114716,0.34696806941425423,0.23985288536122776,0.8481055172276128,0.1975873142940644,0.9627876716446988,0.17071907256109373,0.0653237261077663,0.004698537712365626,0.4329608048164561,0.26930938527164244,0.36828097434837137,0.0014449648459467432,0.18054686088824004,0.7821732255384873,0.9969908000903172,0.017714959051777494,0.0016101829567626523,0.2985570355194973,0.00859654093676897,,0.48189285811349797,0.07464021552822825,0.010264280028416856,0.2757165409669695,0.9042720425118405,0.008669193152479182
2,,0.229533760501113,0.17994838775752253,0.5240050840971139,0.5369695589039236,0.2459673977356008,0.38537275921886094,0.9534536279767853,0.24153590342923992,0.04397882608362079,,0.024806501586252385,,0.29394450819582,,0.29001490110291933,0.5980371227111101,,,0.2860925975023386,0.7451161475411037,,0.22071522547011446,0.004883478636799705,0.017649559958312185,,0.15979552716664455,,0.48179355201945956,0.116248874663976,0.9403912085082786,0.5284137577788686,0.6535811606367842,,0.5788719429038923,0.4774717648322469,0.13515827627397312,,0.2837864967468313,0.20432439821364726,0.8141769085334306,0.38180476948423286,,0.24384904930449697,,0.05633409505987333,0.08609043114976327,0.47659883078523524,,,,0.5156492678441889,0.004691190786039778,0.34184967456718535,0.24183325972442513,0.52875248415512,0.37627905783634313,0.1582623882606372,0.3665738095329387,0.8317411265997497,0.17899430574430236,0.002959656418069866,0.2361346080204653,,0.6295738657318551,0.941967138684964,0.4437147034110531,0.7256574270401586,0.9032945175483481,0.2531897101882051,0.15859469142504784,0.3822144863419861,0.5119146852319323,,0.19531463657919101,0.2857363195405695,0.38238653752022445,0.5597409373344924,0.3253536616939269,,0.08208458022745076,0.23722397190041994,0.5917437754758295,0.30765248294625785,0.5972656159709321,0.7650801526091208,0.1778060344436003,0.9458797241023837,0.0029443060035656866,0.4317929514876417,0.26792170291673856,0.36848201434129413,0.0017669755541315777,0.1801209500468712,0.787492841821337,0.9491216375446153,0.4147124518973505,0.017884878769465654,0.02090325009538392,0.6614143631613771,,0.4851297213130045,,0.15548205714719857,0.2800159529871801,0.2496365299008538,0.7982814855765019
3,,0.229067243804141,0.17889327858107107,0.5255188757699046,0.5351537250549239,0.25161177769776105,0.24740566384570706,0.9983447069747524,0.2958722061000348,0.06047809216829235,,0.02478965189886886,,0.2942800146299815,,0.29472942495675786,0.5980587899115735,,,0.2860571075778277,0.5331522656314575,,0.5371775748071289,0.004909303201394,0.03006777513289764,,0.0912099199530674,,0.06237609761270365,0.11621761153453326,0.9403536208873502,0.5282712730751915,0.6558388461243542,,0.5792589116895566,0.4782171354988531,0.45190804247263694,,0.27772100000641287,0.8612238460209769,0.8071173558245205,0.3960819489011775,,0.24417938557500493,,0.0799829316219813,0.10986330292132056,0.3965286337450851,,,,0.5129175507162727,0.015777549119180428,,0.2406235024441087,0.5286498634224407,0.37624533344332045,0.48579100088457483,0.3653655933723488,0.8638260434043133,0.9298993587533163,0.3891165807657137,0.4877747417774127,,0.6327165839148146,0.496105341313199,0.4496557718173351,0.9102728923193878,0.6261698286551343,0.25349343040176847,0.1589314732762014,0.787715459519056,,,0.19371799815454288,0.29134575875446017,0.4525450874217802,0.2488826376044279,0.32518685733159186,,0.1080512215221869,0.22838430120375214,0.3308839612306679,0.7981890697796078,0.466504598906725,0.6085627279397005,0.1742202217942908,0.626214251396245,0.003849765927292517,0.4319540144572353,0.2669815695458686,0.37004978703690244,0.002197068459396434,0.17987640302528315,0.7463183076709251,,0.7703233511557703,0.01748448035115088,0.03504033622835426,0.12070919534782452,,0.4843896523984191,,0.15734919753367632,,,0.8015477235248947
4,,0.20857922324200617,0.765863885243909,0.8405900041548137,0.5349718626647787,0.34348758943449653,0.7661007162187358,0.11612965153386973,0.6948865335585176,0.08120171079132352,,0.40824079717883593,,0.2976182598155992,,0.2939989044535994,0.7087343286539093,,,0.49407549230517667,0.8232379349655043,,0.012375749480518974,0.7297427789531523,0.02726824198022174,,0.09113088977828096,,0.3790860660502277,0.09986117266788778,0.8022885480098242,0.5280841777691754,,,0.5792767053472657,0.23439410398401447,0.43370243027152694,,,0.24693919154072153,,0.4250286602133431,,,,0.09250851149692467,0.2537434391774212,0.29979356739360685,,,,0.07319832760690777,0.003937449512932241,,0.2508555122162455,0.4794905946340039,,0.23691649838921217,0.37012849706198214,,0.4679880694574763,0.004800643100398554,0.23526535227509426,,,0.8704254328736337,0.9606104049892334,0.9244954409854194,0.5715145997243318,0.2544525404501933,0.3234766121191813,0.902550566637902,,,0.022209976340210536,0.011931045197262827,0.3238399481988475,,0.20828475017839157,,0.060572655062820314,0.33038213522145826,0.7708200266492384,0.7664796303884039,0.48134139911672685,0.22675319775917582,0.1795372115356734,0.11396709804350542,0.0013964527966897555,,,0.3451703616130243,0.0030785570225958705,0.7738202199311113,,,0.03237634203491661,0.02129016785164635,0.03974057736014606,0.1502893902002851,,0.4805304865392663,,0.06704591744325354,,,0.2167430999076636
5,,0.20866864723712422,0.7662276259063469,0.834314117589021,0.5352243953771111,0.37219033499536647,0.20821956004677494,0.588248562695046,0.728150293613334,0.4959534851915426,,,,0.29797534832960276,,0.2951320678163554,0.708792256290493,,,0.49378624272948585,0.5879180184091833,,0.10157873647019491,0.37515021100453716,0.02189908967971739,,0.16023008050998405,,0.37250396122949403,0.10000079018213759,0.8026237103464254,0.5275929674141199,,,0.5792808090956746,0.23357079095506483,0.7000245533091481,,,0.44034551023465746,,0.4250080405831629,,,,0.09337834811265718,0.24659798050139162,0.21926342141526523,,,,0.07311984525169443,0.004691190786039778,,0.2435437225904352,0.5286534840142098,,0.7134601985417015,0.36945508537751237,,0.4984706130521463,0.6435902753567568,0.4875493481294715,,,0.9419671093594588,0.4437147034110531,0.4763453019790452,0.31572811315117444,0.2539580275942459,0.3237030257366671,0.7768496089936251,,,0.024830956748556076,0.37573413947562745,0.44305453104045456,,0.20883967858837807,,0.11998615302816498,0.19062823397862286,0.5115317974650612,0.47254055740606715,0.03898544837265968,0.7789609754091577,0.04057357911224194,0.46228106557888615,0.003488856287570836,,,0.34530602539204963,0.0024588373104410433,0.7768315895493939,,,0.5321323304764204,0.06827135676371368,0.025758535163156165,0.13957261642334806,,0.4833811506187756,,0.05181308465465077,,,0.21690651484650056
6,,0.2295337493858339,0.7673229542759147,0.8465965644797298,0.3210837840664519,0.6114279984877509,,0.7847820908902167,,0.030823181541165597,,,,0.29681918581759353,,,0.7089801198353398,,,,0.6412598518968657,,0.02086937303183609,0.47954936855632424,0.002758775878863805,,0.09107361198919012,,,0.22805532893522718,0.7984031696340801,0.5274285723516777,,,0.5788719429038923,0.23221997359003957,0.11429677156529999,,,0.1500821033647205,,0.40155170430283255,,,,0.022992061536784465,0.9872351651602419,0.2878521503507712,,,,0.00040850596150004753,,,0.8830424942711051,0.5286274799544507,,0.7806979635178056,0.37009199148658467,,0.17897768762832597,0.022745139326607412,0.23616854105123364,,,,,0.6762746995282717,0.9091044419501686,0.6302445039494584,0.4289950044572528,0.007541642411553487,,,0.018265660686517943,0.37684658818823524,0.4911453224920616,,0.23488795229276427,,0.16199261834656806,,0.5179879284927484,0.40588507366036347,0.6443442453547152,0.8613923256289353,0.17082663368684145,0.6116138638423637,0.013274980515084522,,,0.34798388647493045,0.0030265321035601042,0.7736967051009617,,,0.7688424947384098,0.0019677244399642396,0.30169414056182536,0.10062062065130659,,0.20330668794943635,,0.005756298455323249,,,
7,,0.22906723025080253,0.76730496323963,0.8449525392621415,0.31776551414697685,0.2627801689087794,,0.06710414336837942,,0.0398392598237006,,,,0.2971882296952835,,,0.7089272232297046,,,,0.6406792666108742,,0.24088955238885093,0.38368424663764,0.003957739195460016,,0.1600911665070921,,,0.22799835013292935,0.7965699429981151,0.5275990330486304,,,0.5792589116895566,0.23294353524227585,0.13953665271688423,,,0.2253784318975805,,0.4011950294075092,,,,0.07816949359331447,0.44390606530601023,0.22160222974420982,,,,0.0004936842786017901,,,0.8902355190639304,0.5286815295000789,,0.7209559496798369,0.3693376034360962,,0.9317977781031577,,0.4877457684033412,,,,,0.6736139431225966,0.3762096382335444,0.9602114519191209,0.6765076224495422,0.002773050196047356,,,0.037745583716533096,0.38200477118943926,0.37559438847115395,,0.23570058439477662,,0.17450126568375776,,0.5655064226850706,0.9158505520171741,0.1749567401218275,0.4876476848927067,0.016425909985975526,0.31320763834763415,0.3949370108681386,,,0.3491612611596205,0.0024868778682219975,0.7730317719984389,,,0.4169461603209173,0.001394707837309301,0.7154430863783696,0.09890114201008021,,0.2016838375003354,,0.00607317945628995,,,
8,,,0.004579622922205688,0.37142886396389796,0.3234491764680045,0.5345582000268732,,0.938863926129105,,0.0480320995645985,,,,0.10210543676881097,,,,,,,,,0.16214001813019208,0.005108106941612846,,,,,,,0.05277474839491638,0.22628727186845102,,,0.3350596265610396,0.23251279780207743,0.3597685695867746,,,0.2626476888064079,,0.4982955475156311,,,,0.05633409461819892,0.24782439555392927,0.10397345876039664,,,,0.0017683420024310764,,,0.34929389891856316,0.4786794208824022,,0.5405436877186054,,,0.46802340973202217,,,,,,,0.6741734207746121,0.3769260319699809,0.42408183827630214,0.6757633709637719,0.005987446465357654,,,0.043665777779290225,0.3819899108789381,0.4791205683280661,,0.23413373303852508,,0.37982382023130457,,0.7537075872401172,0.5733019298215443,0.5834857481508731,0.2460941404087852,0.21147299647541262,0.5353447185243247,0.004127389781256271,,,0.8794795937172082,,0.5464723381417247,,,0.5285370825920123,0.9047613789222827,0.702319582683622,0.25681611898891565,,0.20183381852012522,,0.1644732509090803,,,
9,,,0.0026574855043038667,0.3735862467784696,0.31260350001954346,0.39624935517640003,,0.9958636933278275,,0.05948660841218635,,,,0.10279631461548876,,,,,,,,,0.16235293629342362,0.005165935390160621,,,,,,,0.3842002810329551,0.2089680015572009,,,0.3534959459078246,0.2305154204803623,0.428804674049653,,,0.10705352422540848,,0.4985629431832608,,,,0.0799829316219813,0.5320189753801315,0.09443125713498506,,,,0.0018359782233680418,,,0.35849937851145525,0.5286660699717396,,0.6590986702924037,,,0.49794713559093084,,,,,,,0.6952609950619354,0.9030934903506771,0.5459673610318965,0.6762780180792981,0.009656963007004646,,,0.029135757748731134,0.6895928924097315,0.9239667591149622,,0.23517883556563926,,0.42178946318655114,,0.8656691991846349,0.647363171934906,0.3781550641031659,0.3318428192797351,0.23747553871451021,0.10029183583363589,0.3957174468336189,,,0.8853881306278178,,0.545268722902139,,,0.02739450520121078,0.4348375445824085,0.35072517486705496,0.2592396956942468,,0.2027150923732893,,0.14749617016319408,,,
