,"['Al0+', 'Al0+', 'Al0+', 'Al0+', 'U0+', 'U0+']","['Al0+', 'Al0+', 'Np0+', 'Np0+', 'Np0+', 'Np0+']","['Al0+', 'Al0+', 'Pu0+', 'Pu0+', 'Pu0+', 'Pu0+']","['Al0+', 'Al0+', 'Sm0+', 'Sm0+', 'Sm0+', 'Sm0+']","['Al0+', 'Al0+', 'Tb0+', 'Tb0+', 'Tb0+', 'Tb0+']","['C3.2-', 'C3.2-', 'C3.2-', 'C3.2-', 'C3.2-', 'C3.2-']","['Ca0+', 'Ca0+', 'Ca0+', 'Si0+', 'Si0+', 'Si0+']","['Cl-', 'Cl-', 'Cl-', 'Cl-', 'Cl-', 'Cl-']","['Cl-', 'Cl-', 'N3-', 'N3-', 'N3-', 'N3-']","['Cl-', 'Cl-', 'O2-', 'O2-', 'O2-', 'O2-']","['Cl-', 'N3-', 'N3-', 'N3-', 'N3-', 'N3-']","['Co0+', 'Co0+', 'Co0+', 'Co0+', 'Co0+', 'Co0+']","['Cu0+', 'Cu0+', 'Cu0+', 'Cu0+', 'Cu0+', 'Cu0+']","['Cu0+', 'Cu0+', 'Ir0+', 'Ir0+', 'Ir0+', 'Ir0+']","['Dy0+', 'Dy0+', 'Dy0+', 'Dy0+', 'Si0+', 'Si0+']","['Er0+', 'Er0+', 'Er0+', 'Er0+', 'Si0+', 'Si0+']","['F-', 'F-', 'F-', 'F-', 'F-', 'F-']","['F-', 'F-', 'F-', 'F-', 'F-', 'H+']","['F-', 'F-', 'F-', 'F-', 'F-', 'O2-']","['F-', 'F-', 'F-', 'F-', 'O2-', 'O2-']","['F-', 'F-', 'F-', 'O2-', 'O2-', 'O2-']","['F-', 'F-', 'O2-', 'O2-', 'O2-', 'O2-']","['F-', 'O2-', 'O2-', 'O2-', 'O2-', 'O2-']","['F0+', 'F0+', 'F0+', 'F0+', 'F0+', 'F0+']","['F0+', 'F0+', 'F0+', 'O0+', 'O0+', 'O0+']","['Ge0+', 'Ge0+', 'Ge0+', 'Ge0+', 'Ge0+', 'Ge0+']","['H+', 'O2-', 'O2-', 'O2-', 'O2-', 'O2-']","['H-', 'H-', 'H-', 'H-', 'H-', 'H-']","['H0+', 'H0+', 'H0+', 'H0+', 'H0+', 'H0+']","['H0.5+', 'H0.5+', 'H0.5+', 'H0.5+', 'H0.5+', 'H0.5+']","['Hf0+', 'Hf0+', 'Hf0+', 'Rh0+', 'Rh0+', 'Rh0+']","['Hf0+', 'Hf0+', 'Ni0+', 'Ni0+', 'Ni0+', 'Ni0+']","['Ho0+', 'Ho0+', 'Ho0+', 'Ho0+', 'Si0+', 'Si0+']","['Li0+', 'Li0+', 'Y0+', 'Y0+', 'Y0+', 'Y0+']","['N3-', 'N3-', 'N3-', 'N3-', 'N3-', 'N3-']","['N3-', 'N3-', 'O2-', 'O2-', 'O2-', 'O2-']","['N3-', 'O2-', 'O2-', 'O2-', 'O2-', 'O2-']","['Nb0+', 'Nb0+', 'Nb0+', 'Nb0+', 'Nb0+', 'Nb0+']","['Nd0+', 'Nd0+', 'Nd0+', 'Nd0+', 'Nd0+', 'Nd0+']","['Ni0+', 'Ni0+', 'Ni0+', 'Ni0+', 'Ni0+', 'Ni0+']","['Ni0+', 'Ni0+', 'Ni0+', 'Ni0+', 'Zr0+', 'Zr0+']","['O0+', 'O0+', 'O0+', 'O0+', 'O0+', 'O0+']","['O2-', 'O2-', 'O2-', 'O2-', 'O2-', 'O2-']","['Pd0+', 'Pd0+', 'Pd0+', 'Pd0+', 'Pd0+', 'Pd0+']","['Pd0+', 'Pd0+', 'Pd0+', 'Pd0+', 'Si0+', 'Si0+']","['Pr0+', 'Pr0+', 'Pr0+', 'Pr0+', 'Pr0+', 'Pr0+']","['Pt0+', 'Pt0+', 'Pt0+', 'Pt0+', 'Pt0+', 'Pt0+']","['Rh0+', 'Rh0+', 'Rh0+', 'Rh0+', 'Rh0+', 'Rh0+']","['Ru0+', 'Ru0+', 'Ru0+', 'Ru0+', 'Ru0+', 'Ru0+']","['S2-', 'S2-', 'S2-', 'S2-', 'S2-', 'S2-']","['Sc0+', 'Sc0+', 'Sc0+', 'Sc0+', 'Sc0+', 'Sc0+']","['Se1.75-', 'Se1.75-', 'Se1.75-', 'Se1.75-', 'Se1.75-', 'Se1.75-']","['Se2-', 'Se2-', 'Se2-', 'Se2-', 'Se2-', 'Se2-']","['Si0+', 'Si0+', 'Tb0+', 'Tb0+', 'Tb0+', 'Tb0+']","['Si0+', 'Si0+', 'Tm0+', 'Tm0+', 'Tm0+', 'Tm0+']","['Si0+', 'Si0+', 'Y0+', 'Y0+', 'Y0+', 'Y0+']","['Sm0+', 'Sm0+', 'Sm0+', 'Sm0+', 'Sm0+', 'Sm0+']","['Sn0+', 'Sn0+', 'Sn0+', 'Sn0+', 'Sn0+', 'Sn0+']","['Ta0+', 'Ta0+', 'Ta0+', 'Ta0+', 'Ta0+', 'Ta0+']","['Tb0+', 'Tb0+', 'Tb0+', 'Tb0+', 'Tb0+', 'Tb0+']","['Tc0+', 'Tc0+', 'Tc0+', 'Tc0+', 'Tc0+', 'Tc0+']","['Te-', 'Te-', 'Te-', 'Te-', 'Te-', 'Te-']","['Ti0+', 'Ti0+', 'Ti0+', 'Ti0+', 'Ti0+', 'Ti0+']","['Tm0+', 'Tm0+', 'Tm0+', 'Tm0+', 'Tm0+', 'Tm0+']","['W0+', 'W0+', 'W0+', 'W0+', 'W0+', 'W0+']","['Zr0+', 'Zr0+', 'Zr0+', 'Zr0+', 'Zr0+', 'Zr0+']"
0,0.8779641660014003,0.4682891885837039,0.651273906599882,0.817097902737169,0.9123827463854027,6.073489219564058e-05,0.00025364802281973745,0.0003532268721524192,0.12828795585968802,0.3790274704517243,0.4039889163865911,0.5278334930225285,0.031245391492067547,0.8762393858197421,0.8851454622187868,0.9046899104037076,0.7149661994160899,0.016586299963419347,0.5957145374381702,0.8628903528234438,0.6230998709990071,0.41273632223497536,0.5161404151654859,0.28830573254423697,3.878924047510628e-05,0.3761422666647244,0.3355342519258425,0.9769543864514573,,0.12987087200049896,0.001926527258987668,0.5245323847294115,0.9033333864887845,0.08224451805895434,,0.12372227367685677,0.28861166331111177,0.00019831910845233343,0.7776481168850573,0.00790817422162602,0.5419278418004206,0.00037451591229240206,0.7337829233557839,0.001386582431306238,0.9446472876665865,0.2032790027771473,0.002590218228357325,0.0016212789250651337,0.001629756956365287,0.8078986833179858,0.00018565723789614765,0.8801772152835718,0.5658679332859347,0.878423171898876,0.9181875589159846,0.9062510926075175,0.6435814023263747,0.012777603580467927,2.5013757566603368e-05,0.17240418505461083,0.0013031355783046192,0.0,0.03248806833393958,0.883638451174595,0.0002583809832319169,0.0010763503778824471
1,0.9198002470651062,0.4857706066909814,0.6700173161651145,0.8522967175415923,0.9553752133260813,0.0,0.00016978569016162952,0.0003532268721524192,0.12828795585968802,0.3791018998272885,0.4039889163865911,,0.03856309476376272,0.8761453743052479,,,0.7172477751288407,0.016107677827425424,0.59568496273398,0.9960127268979581,0.6237160665026584,0.41292939340735324,0.62568933448084,0.6599804477075655,,0.37512797655084634,0.29705292762362495,0.25537125067952376,0.0005490973302853992,0.12987087200049896,0.0008772871657653661,0.5241675085623136,,,,0.12089255190461205,0.28861166331111177,0.0001883966027559079,,0.004474566195197726,0.5420669437990663,0.0006744533920676701,0.7325959027978115,0.0017537097116268132,0.9487253836316105,0.2032790027771473,0.0009444384075507375,0.002060123036258808,0.001629756956365287,0.8082585207495067,3.898269149905226e-05,0.10373935022179852,0.4072094615127274,0.878423171898876,,,0.6435814023263747,,7.07923842886506e-05,0.17240418505461083,,0.0,0.03290148876923287,,0.0004602955092244053,0.001065482988293481
2,0.8868687010674283,,,0.817097902737169,,0.00023154892590857305,,0.14892114967653777,0.12828795585968802,,0.4039889163865911,,0.0033275328057813945,0.8762393858197421,,,0.7174315880728142,,0.5957879329132302,0.9961040980688246,,0.41283760122288626,0.906693404557777,,,,0.3355342519258425,0.23007752315958294,,0.12982013723183902,0.002469096935808254,0.5246476947730148,,,,0.11210245918702455,0.00025725585984969813,6.690806973485975e-05,,0.0036990786367820327,0.5416839218106622,0.0,0.7340026758253438,0.001386582431306238,0.945344994976293,,,,,0.808398748151147,,0.7653498831849106,0.1732055907571473,,,,,,0.0006102770657879197,,,,4.572891896841148e-05,,,0.01441757522850019
3,0.9202332038913783,,,0.8522967175415923,,0.00023126155522804612,,0.14763947118661624,0.12828795585968802,,0.4039889163865911,,0.0010286302025825855,0.8761453743052479,,,0.7149511283402324,,0.5956536708505855,0.9961040980688246,,0.41308112465177815,0.8330824150741508,,,,0.34150764644507947,0.29267446980039524,,0.12991124232568088,0.0033174470942456853,0.5244133720136729,,,,0.11212468400920993,0.0,0.0001338166664508114,,0.002199651726327319,0.5415868332107587,0.15539558894688438,0.7354349254960119,0.0017537097116268132,0.9484901938240747,,,,,0.8080125521648628,,0.06223260766015425,0.4631679349895477,,,,,,0.0006596144919747153,,,,9.133879843805593e-05,,,0.02796664830009859
4,,,,,,0.0,,,,,,,0.003203314546071297,,,,0.782497895226129,,0.6804698505789621,0.9960127268979581,,0.41267955463892375,0.9946575549148295,,,,,0.006578520783826892,,,0.0029588810791463947,,,,,0.11208453282047355,0.0001257123689936309,,,0.001312267071721689,,0.0,0.7335700535835558,0.0002136530732674866,0.9445844819678543,,,,,9.051685023153589e-05,,0.320042377191363,0.6562045340688775,,,,,,0.0006102770657879197,,,,,,,0.00012009172975701802
5,,,,,,6.068329388915868e-05,,,,,,,0.003357468306710262,,,,0.7850495260574291,,0.6805785458048107,0.37043264505227663,,0.41292074724797545,0.9948844572395465,,,,,0.00036532361398030835,,,0.0005111052520732029,,,,,0.11213276025766082,0.0060962478993913365,,,0.002426700997538325,,0.14762219534388807,0.7343198759713432,,0.9490988583067569,,,,,9.051685023153589e-05,,0.8804567161514465,0.5609264069573825,,,,,,0.0006596144919747153,,,,,,,0.00011343069606220121
6,,,,,,,,,,,,,0.001035830650399763,,,,0.7850495260574291,,0.6805785458048107,0.37023266661590537,,0.4131727944902317,0.9948844572395465,,,,,0.0,,,0.0028467553102989184,,,,,,0.36433280240620114,,,0.001971581618815399,,0.4430814746031926,0.1384053084335449,,0.9452108906388106,,,,,9.051685023153589e-05,,0.10377707135101812,0.5665208322553382,,,,,,2.5013757566603368e-05,,,,,,,0.07993539825252954
7,,,,,,,,,,,,,0.00317747773599424,,,,0.782497895226129,,0.6805785458048107,0.25963116706551903,,0.41319408554348025,0.9947034235042306,,,,,0.006578520783826892,,,0.002431847033362604,,,,,,0.36147855793360395,,,0.007915845236438367,,0.0012035773388459486,0.13830592150272594,,0.9485932810485362,,,,,0.8078986833179858,,0.7652882305258474,0.40721641316373924,,,,,,7.07923842886506e-05,,,,,,,0.131553383547338
8,,,,,,,,,,,,,0.003761671657782318,,,,0.2688796528814009,,0.46076580606639783,0.25993202897114764,,0.5930293663392855,0.1915652046755142,,,,,0.00036532361398030835,,,,,,,,,0.34950428308482984,,,0.003060082720183443,,0.00366872494165685,0.10901153149457078,,,,,,,0.8082585207495067,,0.30305873173824927,0.1742399006458711,,,,,,0.0005798706494304492,,,,,,,0.09745682002925743
9,,,,,,,,,,,,,0.0037029813383356413,,,,0.26897699893068394,,0.46076580606639783,0.25789289530759957,,0.5453731781587579,0.635797729515809,,,,,,,,,,,,,,0.5986461124583482,,,0.007204055064603646,,0.003781257893132096,0.10905303416163604,,,,,,,0.808398748151147,,0.6975034071439025,0.020466447162135634,,,,,,0.0006260534553335746,,,,,,,0.1456751038244687
