,"['Ag0+', 'Ag0+', 'Ag0+', 'Ag0+', 'Ag0+', 'Ag0+', 'La0+', 'La0+', 'La0+']","['Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Ba0+', 'Ba0+', 'Ba0+', 'Ba0+']","['Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Ca0+', 'Ca0+', 'Ca0+', 'Ca0+']","['Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Ca0+', 'Ca0+', 'Co0+', 'Co0+']","['Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Ce0+', 'Ce0+', 'Ce0+', 'Ce0+']","['Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Ce0+', 'Ce0+', 'Fe0+', 'Fe0+']","['Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Co0+', 'Co0+', 'Nd0+', 'Nd0+']","['Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Co0+', 'Co0+', 'Pr0+', 'Pr0+']","['Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'La0+', 'La0+', 'La0+', 'La0+']","['Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Mn0+', 'Mn0+', 'Mn0+', 'Mn0+']","['Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Nd0+', 'Nd0+', 'Nd0+', 'Nd0+']","['Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Pr0+', 'Pr0+', 'Pr0+', 'Pr0+']","['Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Sr0+', 'Sr0+', 'Sr0+', 'Sr0+']","['Al0+', 'Al0+', 'Al0+', 'Al0+', 'Ba0+', 'Ba0+', 'Ba0+', 'Ba0+', 'Ba0+']","['Al0+', 'Al0+', 'Al0+', 'Al0+', 'Cu0+', 'La0+', 'La0+', 'La0+', 'La0+']","['Al0+', 'Al0+', 'Al0+', 'Al0+', 'Cu0+', 'Pr0+', 'Pr0+', 'Pr0+', 'Pr0+']","['Al0+', 'Al0+', 'Al0+', 'Al0+', 'Fe0+', 'Si0+', 'Si0+', 'Si0+', 'Si0+']","['Al0+', 'Al0+', 'Al0+', 'Fe0+', 'Fe0+', 'Si0+', 'Si0+', 'Si0+', 'Si0+']","['Al0+', 'Al0+', 'Al0+', 'La0+', 'La0+', 'La0+', 'La0+', 'La0+', 'La0+']","['Al0+', 'Al0+', 'Al0+', 'Mg0+', 'Mg0+', 'Mg0+', 'Si0+', 'Si0+', 'Si0+']","['Al0+', 'Al0+', 'Al0+', 'Sr0+', 'Sr0+', 'Sr0+', 'Sr0+', 'Sr0+', 'Sr0+']","['Al0+', 'Al0+', 'Al0+', 'Th0+', 'Th0+', 'Th0+', 'Th0+', 'Th0+', 'Th0+']","['Al0+', 'Al0+', 'Eu0+', 'Eu0+', 'Eu0+', 'Eu0+', 'Eu0+', 'Eu0+', 'Eu0+']","['Al0+', 'Al0+', 'Hf0+', 'Hf0+', 'Hf0+', 'Hf0+', 'Hf0+', 'Hf0+', 'Hf0+']","['Al0+', 'Al0+', 'La0+', 'La0+', 'La0+', 'La0+', 'La0+', 'La0+', 'La0+']","['Al0+', 'Al0+', 'Sc0+', 'Sc0+', 'Sc0+', 'Sc0+', 'Sc0+', 'Sc0+', 'Sc0+']","['Al0+', 'Al0+', 'Th0+', 'Th0+', 'Th0+', 'Th0+', 'Th0+', 'Th0+', 'Th0+']","['Al0+', 'Al0+', 'Y0+', 'Y0+', 'Y0+', 'Y0+', 'Y0+', 'Y0+', 'Y0+']","['Al0+', 'Al0+', 'Zr0+', 'Zr0+', 'Zr0+', 'Zr0+', 'Zr0+', 'Zr0+', 'Zr0+']","['Al0+', 'Ba0+', 'Ba0+', 'Ba0+', 'Ba0+', 'Ba0+', 'Ba0+', 'Ge0+', 'Ge0+']","['Al0+', 'Ba0+', 'Ba0+', 'Ba0+', 'Ba0+', 'Ba0+', 'Ba0+', 'Si0+', 'Si0+']","['Al0+', 'Ba0+', 'Ba0+', 'Ba0+', 'Ba0+', 'Ba0+', 'Ba0+', 'Sn0+', 'Sn0+']","['Al0+', 'Ca0+', 'Ca0+', 'Ca0+', 'Ca0+', 'Ca0+', 'Ca0+', 'Ge0+', 'Ge0+']","['Al0+', 'Ca0+', 'Ca0+', 'Ca0+', 'Ca0+', 'Ca0+', 'Ca0+', 'Si0+', 'Si0+']","['Al0+', 'Ge0+', 'Ge0+', 'La0+', 'La0+', 'La0+', 'La0+', 'La0+', 'La0+']","['Al0+', 'Ge0+', 'Ge0+', 'Sr0+', 'Sr0+', 'Sr0+', 'Sr0+', 'Sr0+', 'Sr0+']","['Al0+', 'La0+', 'La0+', 'La0+', 'La0+', 'La0+', 'La0+', 'La0+', 'La0+']","['Al0+', 'Si0+', 'Si0+', 'Sr0+', 'Sr0+', 'Sr0+', 'Sr0+', 'Sr0+', 'Sr0+']","['Al0+', 'Sn0+', 'Sn0+', 'Sr0+', 'Sr0+', 'Sr0+', 'Sr0+', 'Sr0+', 'Sr0+']","['B0+', 'Ru0+', 'Ru0+', 'Ru0+', 'Ru0+', 'Ru0+', 'Ru0+', 'Ru0+', 'Ru0+']","['Ba0+', 'Ba0+', 'Ba0+', 'Ba0+', 'Ba0+', 'Ge0+', 'Ge0+', 'Ge0+', 'Ge0+']","['Ca0+', 'Ca0+', 'Ca0+', 'Ca0+', 'Ca0+', 'Ca0+', 'Si0+', 'Si0+', 'Si0+']","['Ca0+', 'Ca0+', 'Ca0+', 'Ca0+', 'Ca0+', 'Ge0+', 'Ge0+', 'Ge0+', 'Ge0+']","['Ce0+', 'Ce0+', 'Ce0+', 'Ce0+', 'Ce0+', 'Ce0+', 'Ir0+', 'Ir0+', 'Ir0+']","['Cu0+', 'Cu0+', 'Cu0+', 'Cu0+', 'Cu0+', 'Cu0+', 'Cu0+', 'Cu0+', 'Cu0+']","['Dy0+', 'Dy0+', 'Dy0+', 'Dy0+', 'Dy0+', 'Dy0+', 'Zn0+', 'Zn0+', 'Zn0+']","['Er0+', 'Er0+', 'Er0+', 'Er0+', 'Er0+', 'Er0+', 'Zn0+', 'Zn0+', 'Zn0+']","['Fe0+', 'Fe0+', 'Fe0+', 'Fe0+', 'Si0+', 'Si0+', 'Si0+', 'Si0+', 'Si0+']","['Ga0+', 'Ga0+', 'Ga0+', 'Yb0+', 'Yb0+', 'Yb0+', 'Yb0+', 'Yb0+', 'Yb0+']","['Ge0+', 'Ge0+', 'Ge0+', 'Ge0+', 'Ge0+', 'Mn0+', 'Mn0+', 'Mn0+', 'Mn0+']","['Ge0+', 'Ge0+', 'Ge0+', 'Ge0+', 'Tb0+', 'Tb0+', 'Tb0+', 'Tb0+', 'Tb0+']","['Hf0+', 'Hf0+', 'Hf0+', 'Hf0+', 'Hf0+', 'Hf0+', 'Hf0+', 'Hf0+', 'Hf0+']","['Hf0+', 'Hf0+', 'Hf0+', 'Pt0+', 'Pt0+', 'Pt0+', 'Pt0+', 'Pt0+', 'Pt0+']","['Mg0+', 'Mg0+', 'Mg0+', 'Mg0+', 'Mg0+', 'Mg0+', 'Y0+', 'Y0+', 'Y0+']","['Mg0+', 'Mg0+', 'Mg0+', 'Si0+', 'Si0+', 'Si0+', 'Si0+', 'Si0+', 'Si0+']","['Mg0+', 'Mg0+', 'Mg0+', 'Y0+', 'Y0+', 'Y0+', 'Y0+', 'Y0+', 'Y0+']","['Ni0+', 'Ni0+', 'Ni0+', 'Ni0+', 'Ni0+', 'Ni0+', 'Pr0+', 'Pr0+', 'Pr0+']","['Pt0+', 'Pt0+', 'Pt0+', 'Pt0+', 'Pt0+', 'Pt0+', 'Zr0+', 'Zr0+', 'Zr0+']","['Si0+', 'Si0+', 'Si0+', 'Sm0+', 'Sm0+', 'Sm0+', 'Sm0+', 'Sm0+', 'Sm0+']","['Tb0+', 'Tb0+', 'Tb0+', 'Tb0+', 'Tb0+', 'Tb0+', 'Tb0+', 'Tb0+', 'Tb0+']","['Tm0+', 'Tm0+', 'Tm0+', 'Tm0+', 'Tm0+', 'Tm0+', 'Zn0+', 'Zn0+', 'Zn0+']","['Y0+', 'Y0+', 'Y0+', 'Y0+', 'Y0+', 'Y0+', 'Zn0+', 'Zn0+', 'Zn0+']","['Zr0+', 'Zr0+', 'Zr0+', 'Zr0+', 'Zr0+', 'Zr0+', 'Zr0+', 'Zr0+', 'Zr0+']"
0,0.0010528577789092406,0.057807978411198314,0.07760691565933298,0.9002695094533635,0.32937689056445874,0.36229844288675617,0.531067899701139,0.5341985827914859,0.5245467944142076,0.6896869124910682,0.05459231258220471,0.07653346618578176,0.032628047248495134,0.7911474651518046,0.06484950534455743,0.08618065821036983,0.10796787806874639,0.2939633793018048,0.09415626110561866,0.05039744085957748,0.615136281401841,0.05370379743257183,0.18118557181202102,0.18044337294763602,0.5316641063896401,0.4432208618608595,0.9852137509491375,0.23765530716528993,0.21350796414534787,0.463139371478035,0.6660972422990609,0.2302892682989109,0.6608556051436619,0.7493348379930782,0.31909622086553385,0.41861069145132906,0.9352328574706301,0.15064372111872212,0.21959585655564448,0.3113280650903975,0.4534544061060905,0.0003137171561354469,0.9040199765994977,0.0003020100006888566,0.005225425184399462,0.004486339850654152,0.009154087956645008,0.4571222772112135,0.007142050474344975,0.0050152061789621805,0.3593651180770606,0.004201801251676211,0.0031453401046350137,0.004109957064918083,0.002879022206312702,0.001724930080436317,0.0017510156158488492,0.0016132670103711146,0.29256771336397447,0.5385305048451483,0.0005252144505011076,0.02567722414584,0.0018289736803577127
1,0.0013586138847016865,0.05780531573875492,0.07760691565933298,0.9003476396353843,0.1924836979753835,0.3614824603163508,0.5320554831305727,0.5347920960448919,0.5265186202726989,0.6892665856742808,0.05512784148540318,0.07653352386569126,0.032593396568480426,0.7909306102454995,,,0.11482820708199508,0.29852979730813595,0.09547984295951528,0.04408257574590718,0.614748291257151,0.05083036384328407,0.16203916380085687,0.17751329935612578,0.5072761765332615,0.4432280559137593,0.9848814786015055,0.23254512916808862,0.21472007582885974,0.4627151719361324,0.666107027257641,0.2307619428687463,0.661078215332028,0.7493427255009549,0.3174596535050609,0.41826187591240094,0.7157093310101801,0.15071842907273397,0.21933844786306386,0.3118821729767326,0.45363227751004387,0.0003349192328846826,0.9042263141476278,0.0004493839966320318,0.0030717470767622824,0.000988647463539634,0.006740666522016529,0.4574691622225451,0.003997277413465828,0.005003727433496255,0.359401207171147,0.005411052524334414,0.00283622062316222,,,0.001460729176850844,0.0017510156158488492,0.0016533081247430811,0.2922319718686419,0.5377582587724453,0.00498029456281338,0.021899107355797868,0.0021988227815265765
2,,,,0.8993394880563993,,0.3625636046930459,0.5319238454819875,0.5349058289879298,0.5259685615794724,,,,,0.7912554055453302,,,0.1090746778359164,0.29442359063773216,0.008969181025849406,0.04631761922523033,0.00016299851234916133,0.05370379743257183,0.18374172379154452,,0.38208793899850807,0.4432208618608595,,0.23765530716528993,,,,,,,,,0.7137533334218652,0.15064372111872212,,,,0.00025525397460526107,0.9042191534346723,,0.0023048657798558805,,,0.4568489343325972,,,,0.09010384778554306,,,,,,,,0.5371847744324273,,,0.0007659911216182577
3,,,,0.8998482546002455,,0.3619033288876646,0.5307350576880047,0.5344365323659869,0.525473104556535,,,,,0.7926364595104392,,,,0.2964661593457133,0.002850350514863599,0.05297290576450526,0.6149642136150715,0.05083036384328407,0.15793849053786038,,0.39004427847572787,0.4432280559137593,,0.23254512916808862,,,,,,,,,0.7188817477212233,0.15070242755341404,,,,0.0008192800845117166,0.9043519198652604,,0.0033519157943281753,,,0.4574959868786868,,,,0.09024057312153905,,,,,,,,0.5382060643896799,,,0.0009880938410643156
4,,,,,,,,,0.1325349459734296,,,,,0.7935295336003488,,,,0.29372909334964664,0.004405210353714428,,0.0001368235946991023,,,,0.3934088029592482,,,0.23765530716528993,,,,,,,,,0.9236084861291353,0.35584539230066986,,,,0.0008192800845117166,,,,,,0.4571222772112135,,,,0.08828253131850711,,,,,,,,,,,0.001853027047269656
5,,,,,,,,,0.26585982816177783,,,,,0.7931940107233262,,,,0.29923702338633223,0.010120622766704194,,0.00016053718885449168,,,,,,,0.23254512916808862,,,,,,,,,0.7120982272929429,0.3398483789686556,,,,0.0008192800845117166,,,,,,0.4574691622225451,,,,0.09537233474847179,,,,,,,,,,,0.0019326410845792001
6,,,,,,,,,0.05713001701367463,,,,,0.20217634006541296,,,,0.29515971544986397,0.32730410270617394,,0.6148964981399407,,,,,,,,,,,,,,,,0.9967362696141521,0.2042011824378446,,,,,,,,,,0.4568489343325972,,,,0.09534324448581306,,,,,,,,,,,0.8143817065550552
7,,,,,,,,,0.9801212653821633,,,,,0.2020820211074712,,,,0.29628481259491857,0.32696121768562225,,0.6151061815225832,,,,,,,,,,,,,,,,0.9962265433311156,0.35584427762659576,,,,,,,,,,0.4574959868786868,,,,0.08753907334440264,,,,,,,,,,,0.814791807670382
8,,,,,,,,,0.9583830631593289,,,,,0.20224868600545684,,,,0.2939633793018048,0.9887153423271785,,0.6151244750258533,,,,,,,,,,,,,,,,,0.20423842835037384,,,,,,,,,,,,,,0.007779152744198054,,,,,,,,,,,0.8142551350195778
9,,,,,,,,,0.2518403014085605,,,,,0.20226325696974498,,,,0.29852979730813595,0.9890570583343687,,5.49408146208916e-05,,,,,,,,,,,,,,,,,0.3397666009053554,,,,,,,,,,,,,,0.005179518988807359,,,,,,,,,,,0.8145934212412377
10,,,,,,,,,,,,,,0.20211411353650294,,,,0.29442359063773216,0.5053939077739014,,0.005810067286671597,,,,,,,,,,,,,,,,,0.15064372111872212,,,,,,,,,,,,,,0.007494459250742763,,,,,,,,,,,0.814752126840387
11,,,,,,,,,,,,,,0.20224612942030232,,,,0.2964661593457133,0.9901090475691751,,0.004987495506235465,,,,,,,,,,,,,,,,,0.15071842907273397,,,,,,,,,,,,,,0.007668503910411463,,,,,,,,,,,0.814482645479374
12,,,,,,,,,,,,,,,,,,0.29372909334964664,0.5085970190671814,,0.005087832826455149,,,,,,,,,,,,,,,,,0.15064372111872212,,,,,,,,,,,,,,0.005120988598816966,,,,,,,,,,,0.08875148181859742
13,,,,,,,,,,,,,,,,,,0.29923702338633223,0.5079178342570516,,0.0020762467160453423,,,,,,,,,,,,,,,,,0.15070242755341404,,,,,,,,,,,,,,0.0077686751851506666,,,,,,,,,,,0.0871574312741649
14,,,,,,,,,,,,,,,,,,0.29515971544986397,0.9880145618686105,,0.0014861110938903161,,,,,,,,,,,,,,,,,0.35584539230066986,,,,,,,,,,,,,,,,,,,,,,,,,0.08828068158487719
15,,,,,,,,,,,,,,,,,,0.29628481259491857,0.5079972157498762,,0.006165126886821948,,,,,,,,,,,,,,,,,0.3398483789686556,,,,,,,,,,,,,,,,,,,,,,,,,0.08833089002634058
16,,,,,,,,,,,,,,,,,,,0.9176925116063306,,0.003552440261591934,,,,,,,,,,,,,,,,,0.2042011824378446,,,,,,,,,,,,,,,,,,,,,,,,,0.08733093828185255
17,,,,,,,,,,,,,,,,,,,0.8749432198852215,,0.003439627795080474,,,,,,,,,,,,,,,,,0.35584427762659576,,,,,,,,,,,,,,,,,,,,,,,,,0.08867153108784713
18,,,,,,,,,,,,,,,,,,,0.07014662686071038,,,,,,,,,,,,,,,,,,,0.20423842835037384,,,,,,,,,,,,,,,,,,,,,,,,,0.6894896951675626
19,,,,,,,,,,,,,,,,,,,0.07316200673432703,,,,,,,,,,,,,,,,,,,0.3397666009053554,,,,,,,,,,,,,,,,,,,,,,,,,0.6840698235044962
20,,,,,,,,,,,,,,,,,,,0.06406187169136182,,,,,,,,,,,,,,,,,,,0.9901453576787463,,,,,,,,,,,,,,,,,,,,,,,,,0.6902018633221585
21,,,,,,,,,,,,,,,,,,,0.02001365798431837,,,,,,,,,,,,,,,,,,,0.9901327363415284,,,,,,,,,,,,,,,,,,,,,,,,,0.6908091570381101
22,,,,,,,,,,,,,,,,,,,0.06064993325140877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6843126408007234
23,,,,,,,,,,,,,,,,,,,0.05123272510719512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6889232759839585
24,,,,,,,,,,,,,,,,,,,0.01844936597380222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6894896951675626
25,,,,,,,,,,,,,,,,,,,0.06968511842637388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6840698235044962
26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6902018633221585
27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6908091570381101
28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6843126408007234
29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6889232759839585
