,"['As3-', 'As3-', 'As3-']","['Au0+', 'Au0+', 'Au0+']","['C0+', 'C0+', 'C0+']","['C4-', 'C4-', 'C4-']","['Cl0+', 'Cl0+', 'Cl0+']","['Co0+', 'Co0+', 'Co0+']","['Co0+', 'Co0+', 'Cu0+']","['Cu0+', 'Cu0+', 'Cu0+']","['F-', 'F-', 'F-']","['Fe0+', 'Fe0+', 'Fe0+']","['Fe0+', 'Fe0+', 'Si0+']","['Ge0+', 'Ge0+', 'Ge0+']","['H+', 'N3-', 'N3-']","['Ir0+', 'Ir0+', 'Ir0+']","['Mn0+', 'Ni0+', 'Ni0+']","['Mo0+', 'Mo0+', 'Mo0+']","['N2.6-', 'N2.6-', 'N2.6-']","['N2.6-', 'N2.6-', 'O2-']","['N3-', 'N3-', 'N3-']","['N3-', 'N3-', 'O2-']","['N3-', 'O2-', 'O2-']","['Ni0+', 'Ni0+', 'Ni0+']","['O2-', 'O2-', 'O2-']","['Os0+', 'Os0+', 'Os0+']","['P3-', 'P3-', 'P3-']","['Pd0+', 'Pd0+', 'Pd0+']","['Pt0+', 'Pt0+', 'Pt0+']","['Rh0+', 'Rh0+', 'Rh0+']","['Ru0+', 'Ru0+', 'Ru0+']","['Sb3-', 'Sb3-', 'Sb3-']","['Si0+', 'Si0+', 'Si0+']","['Si4-', 'Si4-', 'Si4-']","['Te2-', 'Te2-', 'Te2-']","['W0+', 'W0+', 'W0+']"
0,146.7639641177479,-128.5844826185202,37.56922367559923,78.6088692448102,30.461982448239553,57.51095238768016,-122.08198752994304,539.1655150546919,-94.83705943548424,-75.98853347997618,149.09251500083934,121.68674201169631,89.72545543960973,-250.37860329984255,-593.7629470846895,183.62629137140107,-68.76712923873299,-67.4090342652097,-7.129389644258595,-45.23704380703305,-89.79383935580947,-104.44722659237067,14.059415852330403,-363.69049116227416,138.7793326526912,1833.4321945896138,199.3588328623374,-303.7300182098088,-28.045060155682563,-86.80461862963813,1042.3572953700648,425.30801370097356,-62.58897008014981,171.9727487315788
1,146.78339000742062,-125.80951428078734,37.59004126757753,-59.62505001700646,,56.487202444297,-122.40582377983696,-723.3777542143349,,-77.91548736748075,-106.71880042608632,57.8919752359285,89.74808227533367,-253.56886476778374,-1219.7088232731876,221.4633582737564,-68.76681059217117,-67.40555238820357,-7.155671470966155,-107.05125889730365,-48.96646070121463,115.36595252209548,14.063620960609228,-325.55767326087266,141.99715752926016,-3694.65578367605,195.79453827059842,-243.1656146917754,-30.145572183010472,-86.80314232540155,1042.3675315329103,556.0802165667965,-72.3562895276529,187.74067357308797
2,144.4258504650228,-127.12405319943636,16.82334619744637,201.6928352730622,,53.730608618275824,-65.09396580204566,345.1656590155219,,-72.66997227434786,139.25337320420175,60.47140611018585,89.7710946975364,-216.62056887281028,,-159.8290381868452,,,,-69.91854524613223,-48.96770085785005,124.79386560016121,14.059829243336083,-356.75417150818225,138.78190305249842,5727.163544382006,208.7726002481624,-253.68665896415177,-27.113703194912432,17.550169395648936,,398.3952780614851,-96.07591477341515,145.75234789169195
3,144.45629767662547,-135.27216179480857,16.773384450722062,-69.75268520455222,,59.839462785766045,-67.97011924682158,-572.7725200454454,,-76.34377219843844,-101.45504237348251,-92.75241375077832,89.77697370416405,-212.29637066363796,,-225.8411443277388,,,,-18.995515144019805,-89.697447404939,112.82096801117808,14.056234587045367,-330.99287350708596,141.88135358692034,-4165.056934694876,205.49838277583717,-256.6951123688066,-28.035747883875047,17.55549444369774,,569.8334744007668,,-198.0997031053745
4,146.60284787667888,-138.29024730712348,16.80603453738877,226.5288237539798,,-106.36787807592316,-122.3554025051875,,,,149.08601311598898,698.4688231081299,89.69802412436434,252.57650752207002,,-171.14740339083158,,,,-107.05621943234672,,447.52657218134664,-14.398033621697834,-357.246928942282,142.05909302981155,-698.4567631502484,-419.42191284547494,-243.91498228432906,-28.05431524823041,-74.67073605571431,,425.3095331305012,,
5,146.63384619445713,-141.7940975770452,16.799181279831373,-98.75521409448453,,-107.3512258091175,-122.00434537856694,,,,-106.71986681012766,663.6460496229389,89.69536852283915,168.18023450453563,,-185.51228462447528,,,,-69.91853714130337,,439.7584711895664,-14.41787308029626,-324.99984783070363,141.9735116388906,526.9322998917296,-411.89748330976545,-310.3572407100002,-30.152121942586405,-74.68069448686731,,556.0538798744788,,
6,144.5383561215853,-128.50087562904102,58.68019646652391,2.819414822781482,,-106.41296494334813,,,,,139.24930717458864,155.69700113270812,89.77026689999167,-264.3270641030452,,-189.34322845930393,,,,-18.995390764371166,,-466.12798249499906,-14.379453626392149,-324.1966876526541,138.76910188775742,569.8636840129583,441.76111652191537,,-28.07508862283737,,,398.32488294834195,,
7,144.5131743004074,-125.69901787757215,59.671177322234826,20.78974717791408,,-108.98133046398252,,,,,-101.45276532457524,156.3772577754628,89.6965051513688,-210.94304331973228,,189.8973474789417,,,,-45.23704380703305,,-490.1449177843716,-14.379354049619167,-356.76881103865264,138.76988785883793,-675.9154778280708,456.63468797007215,,-27.139512680703888,,,569.7917447844687,,
8,146.77924118222353,-218.0164019125441,,58.84348132587405,,-624.3227425334676,,,,,,1486.9884264208497,,-301.22243073185723,,217.5089020140416,,,,-45.23704380703305,,-298.7363844052444,-14.405831881845984,562.7557643545072,151.54503649738876,-498.6450777579951,575.4477440492973,,363.5826557093661,,,425.39637055423054,,
9,144.48900081390354,-217.8435507444019,,58.79504597061356,,-616.1682594205105,,,,,,1673.053583636457,,-238.47994575262845,,-171.3285620909332,,,,,,-321.4155261485754,-14.397995212133253,2333.3014516163794,151.49525598390187,-699.3371875561422,579.0752631794692,,642.3805893024869,,,556.1304791054581,,
