,"['Al0+', 'Al0+', 'Al0+', 'Al0+', 'U0+', 'U0+']","['Al0+', 'Al0+', 'Np0+', 'Np0+', 'Np0+', 'Np0+']","['Al0+', 'Al0+', 'Pu0+', 'Pu0+', 'Pu0+', 'Pu0+']","['Al0+', 'Al0+', 'Sm0+', 'Sm0+', 'Sm0+', 'Sm0+']","['Al0+', 'Al0+', 'Tb0+', 'Tb0+', 'Tb0+', 'Tb0+']","['C3.2-', 'C3.2-', 'C3.2-', 'C3.2-', 'C3.2-', 'C3.2-']","['Ca0+', 'Ca0+', 'Ca0+', 'Si0+', 'Si0+', 'Si0+']","['Cl-', 'Cl-', 'Cl-', 'Cl-', 'Cl-', 'Cl-']","['Cl-', 'Cl-', 'N3-', 'N3-', 'N3-', 'N3-']","['Cl-', 'Cl-', 'O2-', 'O2-', 'O2-', 'O2-']","['Cl-', 'N3-', 'N3-', 'N3-', 'N3-', 'N3-']","['Co0+', 'Co0+', 'Co0+', 'Co0+', 'Co0+', 'Co0+']","['Cu0+', 'Cu0+', 'Cu0+', 'Cu0+', 'Cu0+', 'Cu0+']","['Cu0+', 'Cu0+', 'Ir0+', 'Ir0+', 'Ir0+', 'Ir0+']","['Dy0+', 'Dy0+', 'Dy0+', 'Dy0+', 'Si0+', 'Si0+']","['Er0+', 'Er0+', 'Er0+', 'Er0+', 'Si0+', 'Si0+']","['F-', 'F-', 'F-', 'F-', 'F-', 'F-']","['F-', 'F-', 'F-', 'F-', 'F-', 'H+']","['F-', 'F-', 'F-', 'F-', 'F-', 'O2-']","['F-', 'F-', 'F-', 'F-', 'O2-', 'O2-']","['F-', 'F-', 'F-', 'O2-', 'O2-', 'O2-']","['F-', 'F-', 'O2-', 'O2-', 'O2-', 'O2-']","['F-', 'O2-', 'O2-', 'O2-', 'O2-', 'O2-']","['F0+', 'F0+', 'F0+', 'F0+', 'F0+', 'F0+']","['F0+', 'F0+', 'F0+', 'O0+', 'O0+', 'O0+']","['Ge0+', 'Ge0+', 'Ge0+', 'Ge0+', 'Ge0+', 'Ge0+']","['H+', 'O2-', 'O2-', 'O2-', 'O2-', 'O2-']","['H-', 'H-', 'H-', 'H-', 'H-', 'H-']","['H0+', 'H0+', 'H0+', 'H0+', 'H0+', 'H0+']","['H0.5+', 'H0.5+', 'H0.5+', 'H0.5+', 'H0.5+', 'H0.5+']","['Hf0+', 'Hf0+', 'Hf0+', 'Rh0+', 'Rh0+', 'Rh0+']","['Hf0+', 'Hf0+', 'Ni0+', 'Ni0+', 'Ni0+', 'Ni0+']","['Ho0+', 'Ho0+', 'Ho0+', 'Ho0+', 'Si0+', 'Si0+']","['Li0+', 'Li0+', 'Y0+', 'Y0+', 'Y0+', 'Y0+']","['N3-', 'N3-', 'N3-', 'N3-', 'N3-', 'N3-']","['N3-', 'N3-', 'O2-', 'O2-', 'O2-', 'O2-']","['N3-', 'O2-', 'O2-', 'O2-', 'O2-', 'O2-']","['Nb0+', 'Nb0+', 'Nb0+', 'Nb0+', 'Nb0+', 'Nb0+']","['Nd0+', 'Nd0+', 'Nd0+', 'Nd0+', 'Nd0+', 'Nd0+']","['Ni0+', 'Ni0+', 'Ni0+', 'Ni0+', 'Ni0+', 'Ni0+']","['Ni0+', 'Ni0+', 'Ni0+', 'Ni0+', 'Zr0+', 'Zr0+']","['O0+', 'O0+', 'O0+', 'O0+', 'O0+', 'O0+']","['O2-', 'O2-', 'O2-', 'O2-', 'O2-', 'O2-']","['Pd0+', 'Pd0+', 'Pd0+', 'Pd0+', 'Pd0+', 'Pd0+']","['Pd0+', 'Pd0+', 'Pd0+', 'Pd0+', 'Si0+', 'Si0+']","['Pr0+', 'Pr0+', 'Pr0+', 'Pr0+', 'Pr0+', 'Pr0+']","['Pt0+', 'Pt0+', 'Pt0+', 'Pt0+', 'Pt0+', 'Pt0+']","['Rh0+', 'Rh0+', 'Rh0+', 'Rh0+', 'Rh0+', 'Rh0+']","['Ru0+', 'Ru0+', 'Ru0+', 'Ru0+', 'Ru0+', 'Ru0+']","['S2-', 'S2-', 'S2-', 'S2-', 'S2-', 'S2-']","['Sc0+', 'Sc0+', 'Sc0+', 'Sc0+', 'Sc0+', 'Sc0+']","['Se1.75-', 'Se1.75-', 'Se1.75-', 'Se1.75-', 'Se1.75-', 'Se1.75-']","['Se2-', 'Se2-', 'Se2-', 'Se2-', 'Se2-', 'Se2-']","['Si0+', 'Si0+', 'Tb0+', 'Tb0+', 'Tb0+', 'Tb0+']","['Si0+', 'Si0+', 'Tm0+', 'Tm0+', 'Tm0+', 'Tm0+']","['Si0+', 'Si0+', 'Y0+', 'Y0+', 'Y0+', 'Y0+']","['Sm0+', 'Sm0+', 'Sm0+', 'Sm0+', 'Sm0+', 'Sm0+']","['Sn0+', 'Sn0+', 'Sn0+', 'Sn0+', 'Sn0+', 'Sn0+']","['Ta0+', 'Ta0+', 'Ta0+', 'Ta0+', 'Ta0+', 'Ta0+']","['Tb0+', 'Tb0+', 'Tb0+', 'Tb0+', 'Tb0+', 'Tb0+']","['Tc0+', 'Tc0+', 'Tc0+', 'Tc0+', 'Tc0+', 'Tc0+']","['Te-', 'Te-', 'Te-', 'Te-', 'Te-', 'Te-']","['Ti0+', 'Ti0+', 'Ti0+', 'Ti0+', 'Ti0+', 'Ti0+']","['Tm0+', 'Tm0+', 'Tm0+', 'Tm0+', 'Tm0+', 'Tm0+']","['W0+', 'W0+', 'W0+', 'W0+', 'W0+', 'W0+']","['Zr0+', 'Zr0+', 'Zr0+', 'Zr0+', 'Zr0+', 'Zr0+']"
0,-12.975773498208786,-8.660257650843926,-8.253981716052092,7.251034399135824,6.892409509298544,-5.836467520770095,-6.2497879927179945,-4.014100124436417,-8.220598729974535,6.56810851456721,-3.0797345679445383,1.4496183947327383,3.95315755725615,8.008350306835931,-7.3299440902751725,-7.107393182576256,1.8995234378213333,23.84646676118604,2.5914721799175005,-3.0586642864830567,-1.0609493503308371,-2.7891000833334463,4.409417754232845,-0.5771759084491328,-9.144449219801011,-6.6224177135694555,18.561359874685927,0.0019849825459276847,0.0,-8.854891428232955,-6.465430260369297,-6.706681413138526,-7.211227620909297,11.296260622651879,-0.0,20.628010311514927,4.802595717308175,15.166662577811676,0.04429076492447193,-6.230359905679594,-6.717984775977122,24.626596469551338,-6.659597985209755,-11.503141885712058,5.054441158026177,-0.05475877948061569,9.218189885939035,7.436227744120145,-12.065697501073183,-1.8416693981030647,20.29630252709066,-1.2232262062346455,-1.8068124466821707,-7.381431794863191,-6.999256930235216,-7.189674256844912,0.0464254303782137,-2.1833744364808685,14.171290528110953,-0.027234486561234072,-25.724417615837087,0.5785068323046945,16.507328278643502,-0.022048953946913395,13.990861620241414,17.90854392310099
1,-13.037124830081709,-8.56588432119618,-8.585099138198037,6.944459619971401,6.603687791342307,-5.841784679155249,-6.263612644577101,-4.014100124436417,-8.220598729974535,6.5677540373415315,-3.0797345679445383,,3.9584789874115978,8.007995675837378,,,1.896785730791982,23.833613792520296,2.5913699645478014,4.015467388337781,-1.0605105760119689,-2.7891441257840905,4.753258073989996,23.974483101901107,,-6.624329652796656,18.852860742524403,0.010337165688189423,0.42986301886084644,-8.854891428232955,-6.468739394695148,-6.705263533556292,,,-0.0,18.489987474776722,4.802595717308175,15.169498401139663,,-6.170649406969324,-6.718306448352383,-9.516297194166377,-6.659097264750331,-11.526189873904094,5.051971878726523,-0.05475877948061569,9.203298854212125,7.447213664545728,-12.065697501073183,-1.8415436776955085,20.332813681306607,-1.7253547522826544,0.8820969531994831,-7.381431794863191,,,0.0464254303782137,,14.162783080609367,-0.027234486561234072,,0.5785068323046945,16.39673587718321,,13.947260927488392,17.91598794483823
2,-13.034471280517003,,,7.251034399135824,,3.423186568361786,,-0.17467805551551654,-8.220598729974535,,-3.0797345679445383,,10.680428771269886,8.008350306835931,,,1.896765266061684,,2.5914248798551336,4.01543812595871,,-2.7890314739046915,2.691186957664431,,,,18.561359874685927,0.0099978519828467,,-8.855151297805179,-6.46354994500609,-6.711289385042392,,,-0.0,18.18316083163358,-4.719353016802879,14.9844615074312,,-6.171483629267717,-6.712521388647438,26.336239958890676,-6.660720221060624,-11.503141885712058,5.014611358547228,,,,,-1.8413968143431787,,-1.1453550829763006,0.8180278239691597,,,,,,14.521159549854053,,,,15.503415942204729,,,-1.6180785282500951
3,-13.043238035852097,,,6.944459619971401,,3.4274402950699088,,-0.1748727338999749,-8.220598729974535,,-3.0797345679445383,,10.650150109112335,8.007995675837378,,,1.8993965159492578,,2.5914338654056563,4.01543812595871,,-2.788528506030929,2.672074601870811,,,,18.69967230822121,-4.06010179059274,,-8.855103099132998,-6.469224047760336,-6.710225460106587,,,-0.0,18.183778125348322,-4.257980434830876,14.984815772220443,,-6.228046891314966,-6.713100038678149,26.18736142492708,-6.668660591244461,-11.526189873904094,5.056794443452154,,,,,-1.8417547699500887,,-1.4678545271190897,-1.7437853457656436,,,,,,14.50981627863239,,,,15.523621144068311,,,-1.6184397543223976
4,,,,,,-5.836821997995773,,,,,,,10.678298595888029,,,,1.9391476824209828,,3.167251920174847,4.015467388337781,,-2.7895801380620138,2.5937002472105357,,,,,0.22638548157974336,,,-6.469214354075638,,,,,18.183271670114852,-5.639732690225043,,,-6.305760416147471,,26.37381454481243,-6.666545157811614,-15.500258129899565,5.054018621523885,,,,,-3.915909933445383,,1.0702400621727313,0.9222703727410625,,,,,,14.521159549854053,,,,,,,19.800743349085742
5,,,,,,-5.841430201929571,,,,,,,10.680428697401723,,,,1.9366916806104535,,3.167219949677062,-2.4313385004744963,,-2.7894160393925955,2.593396396233411,,,,,2.648958481508755,,,-6.471224047736793,,,,,18.183499436579766,-4.420685519318598,,,-6.254908425208372,,26.781110740384033,-6.667253867424191,,5.051239673620491,,,,,-3.915909933445383,,-1.2236428860800952,-0.34988646543588925,,,,,,14.50981627863239,,,,,,,19.7645866720667
6,,,,,,,,,,,,,10.6496774623263,,,,1.9366916806104535,,3.167219949677062,-2.4310239966046034,,-2.7886411510604905,2.593396396233411,,,,,-0.0003544772256768962,,,-6.469225881207705,,,,,,10.704618797054476,,,-6.252587019559598,,0.9248312943391667,-6.558896280227212,,5.014722325541343,,,,,-3.915909933445383,,-1.7246591606159656,-1.8062095928291713,,,,,,14.171290528110953,,,,,,,-12.250944833825548
7,,,,,,,,,,,,,10.678298387222668,,,,1.9391476824209828,,3.167219949677062,-2.2264981425337753,,-2.789061616848204,2.5936978105637976,,,,,0.22638548157974336,,,-6.46391298975401,,,,,,12.29604493817299,,,-6.28527231696803,,-0.7197460837488687,-6.558975748749952,,5.057156533424917,,,,,-1.8416693981030647,,-1.1459212718860647,0.881931283733652,,,,,,14.162783080609367,,,,,,,-11.874131608737988
8,,,,,,,,,,,,,10.674628471604501,,,,-2.8952261339589946,,-0.6810861873276651,-2.2259811198564416,,-7.323004861120327,-3.786475315806994,,,,,2.648958481508755,,,,,,,,,8.089724391694427,,,-6.924030483990184,,2.286852706097455,7.169887648499232,,,,,,,-1.8415436776955085,,-1.4812169354793725,0.8181364742763895,,,,,,14.722148142502967,,,,,,,-11.475913463956859
9,,,,,,,,,,,,,10.67521943334863,,,,-2.895194881135475,,-0.6810861873276651,-1.9236230755283854,,-7.849628891408404,1.8258443726094142,,,,,-0.0,,,,,,,,,11.686732479604215,,,-6.892249810482764,,2.2862624980850157,7.169910967060291,,,,,,,-1.8413968143431787,,-1.059337110885201,-0.47767501220620084,,,,,,14.721439182361499,,,,,,,-11.29574882749047
