,"['Au0+', 'Au0+']","['Au0+', 'Li0+']","['Au0+', 'Tc0+']","['B0+', 'B0+']","['B3-', 'B3-']","['Ba0+', 'Ba0+']","['C0+', 'C0+']","['C0+', 'O0+']","['C4-', 'C4-']","['Ca0+', 'Ca0+']","['Cl0+', 'Cl0+']","['Co0+', 'Co0+']","['Co0+', 'Li0+']","['Co0+', 'Rh0+']","['Co0+', 'Tc0+']","['Cr0+', 'Cr0+']","['Cr0+', 'Fe0+']","['Cr0+', 'Ir0+']","['Cr0+', 'Tc0+']","['Cu0+', 'Cu0+']","['Cu0+', 'Ni0+']","['Cu0+', 'Pd0+']","['Cu0+', 'Tc0+']","['Er0+', 'Er0+']","['F-', 'F-']","['Fe0+', 'Fe0+']","['Fe0+', 'Pt0+']","['Fe0+', 'Tc0+']","['Ga0+', 'Ga0+']","['H-', 'H-']","['Hf0+', 'Hf0+']","['Hg0+', 'Hg0+']","['Ir0+', 'Ir0+']","['Ir0+', 'Mn0+']","['Ir0+', 'Tc0+']","['Ir0+', 'V0+']","['La0+', 'La0+']","['La0+', 'Y0+']","['Li0+', 'Li0+']","['Li0+', 'Ru0+']","['Mn0+', 'Mn0+']","['Mn0+', 'Ni0+']","['Mn0+', 'Tc0+']","['Mo0+', 'Mo0+']","['Ni0+', 'Ni0+']","['Ni0+', 'Pt0+']","['Ni0+', 'Tc0+']","['O0+', 'O0+']","['O2-', 'O2-']","['Os0+', 'Os0+']","['Os0+', 'Pd0+']","['Os0+', 'Pt0+']","['Os0+', 'Sc0+']","['Pd0+', 'Pd0+']","['Pd0+', 'Pt0+']","['Pd0+', 'Tc0+']","['Pt0+', 'Pt0+']","['Pt0+', 'Tc0+']","['Re0+', 'Re0+']","['Rh0+', 'Rh0+']","['Rh0+', 'Tc0+']","['Ru0+', 'Ru0+']","['Sc0+', 'Sc0+']","['Sc0+', 'Tc0+']","['Sc0+', 'Y0+']","['Si0+', 'Si0+']","['Si4-', 'Si4-']","['Sr0+', 'Sr0+']","['Tc0+', 'Tc0+']","['Tc3-', 'Tc3-']","['Te2-', 'Te2-']","['Ti0+', 'Ti0+']","['U0+', 'U0+']","['W0+', 'W0+']","['Y0+', 'Y0+']","['Zn0+', 'Zn0+']","['Zr0+', 'Zr0+']"
10,,,,,,,,,,,,326.49514233333326,,,,,,,,342.1638333333333,,,,,,334.7479600000001,,,,,,,277.838212,,,,,,,,524.9179199999999,,,-87.98730133333315,378.38769533333334,,,,,,,,,,,,,,,1422.6168290000003,,421.52090800000013,,,,1857.3332616666678,,,,631.8571856666671,,,,690.3276510000002,,,
11,,,,,,,,,,,,454.71294933333326,,,,,,,,353.30239633333326,,,,,,285.4528796666668,,,,,,,443.7400760000002,,,,,,,,487.3331106666669,,,-90.40319833333346,477.7327913333332,,,,,,,,,,,,,,,-1012.4188283333336,,426.5462380000001,,,,1858.287535333333,,,,,,,,718.0018573333333,,,
12,,,,,,,,,,,,459.184912,,,,,,,,249.47782299999994,,,,,,241.6486440000001,,,,,,,138.38109433333327,,,,,,,,483.2168573333335,,,-359.75854066666625,494.53640066666657,,,,,,,,,,,,,,,1463.7669669999993,,380.84512033333334,,,,-997.5212233333328,,,,,,,,,,,
13,,,,,,,,,,,,420.8867116666666,,,,,,,,39.54969466666648,,,,,,329.1394583333335,,,,,,,367.8600936666667,,,,,,,,495.2272686666667,,,-359.5995859999999,271.495291,,,,,,,,,,,,,,,516.3866969999999,,378.49966466666666,,,,-995.6776183333335,,,,,,,,,,,
14,,,,,,,,,,,,389.81551800000034,,,,,,,,-141.41326866666654,,,,,,327.79944499999993,,,,,,,413.66011333333313,,,,,,,,495.7532106666666,,,-279.72161266666654,350.9351996666666,,,,,,,,,,,,,,,47.68247500000007,,371.27040533333326,,,,,,,,,,,,,,,
15,,,,,,,,,,,,543.8824256666667,,,,,,,,-145.31385166666675,,,,,,334.1831583333333,,,,,,,309.3797356666666,,,,,,,,479.68875233333347,,,-283.81692466666675,347.04844566666696,,,,,,,,,,,,,,,521.1213146666665,,362.0885756666666,,,,,,,,,,,,,,,
16,,,,,,,,,,,,575.8458606666667,,,,,,,,36.575827333333415,,,,,,333.3336243333332,,,,,,,349.5980516666668,,,,,,,,482.9877753333335,,,-89.26502100000027,337.0700996666665,,,,,,,,,,,,,,,89.53394633333333,,496.1011503333334,,,,,,,,,,,,,,,
17,,,,,,,,,,,,507.7869753333332,,,,,,,,246.28375600000012,,,,,,581.2431286666666,,,,,,,311.94176999999996,,,,,,,,,,,-91.9724623333337,340.7188666666666,,,,,,,,,,,,,,,20.929980666666683,,473.6082363333334,,,,,,,,,,,,,,,
18,,,,,,,,,,,,501.5534006666665,,,,,,,,,,,,,,565.5866126666668,,,,,,,487.5467973333337,,,,,,,,,,,-360.47887933333277,318.36460899999986,,,,,,,,,,,,,,,672.9524203333334,,505.50723599999975,,,,,,,,,,,,,,,
19,,,,,,,,,,,,502.1054986666668,,,,,,,,,,,,,,586.2220963333335,,,,,,,59.92725633333318,,,,,,,,,,,-359.92865200000074,337.56118666666663,,,,,,,,,,,,,,,,,477.15743199999974,,,,,,,,,,,,,,,
20,,,,,,,,,,,,506.46758233333304,,,,,,,,,,,,,,584.2965140000001,,,,,,,278.85530999999986,,,,,,,,,,,-279.771089,357.71405699999997,,,,,,,,,,,,,,,,,579.6839500000002,,,,,,,,,,,,,,,
21,,,,,,,,,,,,500.47884633333325,,,,,,,,,,,,,,566.0844016666671,,,,,,,445.3050563333334,,,,,,,,,,,-284.53974666666664,436.6044376666667,,,,,,,,,,,,,,,,,357.05480933333337,,,,,,,,,,,,,,,
22,,,,,,,,,,,,504.5055233333333,,,,,,,,,,,,,,587.1461369999997,,,,,,,392.60374399999984,,,,,,,,,,,-87.52205600000009,365.5050636666668,,,,,,,,,,,,,,,,,409.82732699999997,,,,,,,,,,,,,,,
23,,,,,,,,,,,,505.2179286666665,,,,,,,,,,,,,,205.78597800000009,,,,,,,483.8818726666666,,,,,,,,,,,-90.83513966666642,439.4280486666665,,,,,,,,,,,,,,,,,346.62213700000007,,,,,,,,,,,,,,,
24,,,,,,,,,,,,499.6215673333336,,,,,,,,,,,,,,307.087967,,,,,,,272.21313600000013,,,,,,,,,,,337.47526966666663,336.1735253333333,,,,,,,,,,,,,,,,,343.9641686666668,,,,,,,,,,,,,,,
25,,,,,,,,,,,,316.62148800000006,,,,,,,,,,,,,,334.3385073333332,,,,,,,328.95632033333345,,,,,,,,,,,379.87197133333325,1998.9005750000015,,,,,,,,,,,,,,,,,311.07005199999986,,,,,,,,,,,,,,,
26,,,,,,,,,,,,317.5426220000001,,,,,,,,,,,,,,334.430895,,,,,,,305.4624096666666,,,,,,,,,,,392.01949066666674,872.7282883333334,,,,,,,,,,,,,,,,,334.5037893333332,,,,,,,,,,,,,,,
27,,,,,,,,,,,,352.15794966666664,,,,,,,,,,,,,,326.6382203333333,,,,,,,395.9140506666667,,,,,,,,,,,412.42721433333344,213.9386036666665,,,,,,,,,,,,,,,,,384.1963083333332,,,,,,,,,,,,,,,
28,,,,,,,,,,,,351.9015573333333,,,,,,,,,,,,,,178.2670466666667,,,,,,,,,,,,,,,,,,395.5508106666666,-139.13835600000013,,,,,,,,,,,,,,,,,354.1753433333334,,,,,,,,,,,,,,,
29,,,,,,,,,,,,301.0015130000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362.28373366666665,602.1277089999995,,,,,,,,,,,,,,,,,498.8100163333332,,,,,,,,,,,,,,,
30,,,,,,,,,,,,298.1527723333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412.4278820000001,594.5520646666668,,,,,,,,,,,,,,,,,314.08132733333326,,,,,,,,,,,,,,,
31,,,,,,,,,,,,440.7956423333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356.9748833333333,-113.47404733333326,,,,,,,,,,,,,,,,,476.03063733333335,,,,,,,,,,,,,,,
32,,,,,,,,,,,,448.24641366666674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371.2483326666667,206.78176,,,,,,,,,,,,,,,,,332.81631,,,,,,,,,,,,,,,
33,,,,,,,,,,,,449.06701966666657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.2874693333334,515.7819953333334,,,,,,,,,,,,,,,,,455.7992849999999,,,,,,,,,,,,,,,
34,,,,,,,,,,,,440.25590166666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.421313,553.8825613333336,,,,,,,,,,,,,,,,,442.7823409999998,,,,,,,,,,,,,,,
35,,,,,,,,,,,,452.6111353333331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368.8519943333334,569.4663326666665,,,,,,,,,,,,,,,,,337.05727466666673,,,,,,,,,,,,,,,
36,,,,,,,,,,,,1890.5687856666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.08055699999977,476.7107533333333,,,,,,,,,,,,,,,,,446.89449299999995,,,,,,,,,,,,,,,
37,,,,,,,,,,,,515.4065969999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334.69448566666665,518.0934756666667,,,,,,,,,,,,,,,,,345.15717033333334,,,,,,,,,,,,,,,
38,,,,,,,,,,,,491.93639933333316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363.70522566666665,339.27543333333335,,,,,,,,,,,,,,,,,325.4569086666668,,,,,,,,,,,,,,,
39,,,,,,,,,,,,930.6038226666669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412.33719599999995,297.00141,,,,,,,,,,,,,,,,,478.6323090000001,,,,,,,,,,,,,,,
40,,,,,,,,,,,,172.85487599999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363.31050133333355,402.0623866666669,,,,,,,,,,,,,,,,,338.7233429999997,,,,,,,,,,,,,,,
41,,,,,,,,,,,,455.7931646666669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415.8680656666666,232.87133366666652,,,,,,,,,,,,,,,,,384.54286099999996,,,,,,,,,,,,,,,
42,,,,,,,,,,,,281.675906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411.6787146666664,617.5111036666664,,,,,,,,,,,,,,,,,325.3244093333334,,,,,,,,,,,,,,,
43,,,,,,,,,,,,1460.8924093333344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363.48403133333335,111.91967333333338,,,,,,,,,,,,,,,,,422.7474336666667,,,,,,,,,,,,,,,
44,,,,,,,,,,,,-1003.4777829999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377.81369233333317,96.22872833333338,,,,,,,,,,,,,,,,,307.1468760000002,,,,,,,,,,,,,,,
45,,,,,,,,,,,,127.47748100000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390.6128329999999,588.41044,,,,,,,,,,,,,,,,,376.8063869999999,,,,,,,,,,,,,,,
46,,,,,,,,,,,,241.5727883333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375.10245400000014,598.952570666667,,,,,,,,,,,,,,,,,460.3964216666665,,,,,,,,,,,,,,,
47,,,,,,,,,,,,1128.6624433333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.14080300000006,466.2576166666667,,,,,,,,,,,,,,,,,350.75415333333325,,,,,,,,,,,,,,,
48,,,,,,,,,,,,-601.5317649999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412.47223466666657,273.0160306666665,,,,,,,,,,,,,,,,,345.92424266666666,,,,,,,,,,,,,,,
49,,,,,,,,,,,,441.77425966666686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384.9029686666666,222.79468666666662,,,,,,,,,,,,,,,,,465.8247409999999,,,,,,,,,,,,,,,
50,,,,,,,,,,,,450.8094159999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391.86563399999983,308.02726433333345,,,,,,,,,,,,,,,,,472.3061240000002,,,,,,,,,,,,,,,
51,,,,,,,,,,,,455.8727350000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420.13439066666655,256.50385966666664,,,,,,,,,,,,,,,,,481.1050853333332,,,,,,,,,,,,,,,
52,,,,,,,,,,,,276.4543356666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.51342733333314,327.87791866666674,,,,,,,,,,,,,,,,,445.0281380000001,,,,,,,,,,,,,,,
53,,,,,,,,,,,,246.23837000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.57296333333335,270.6144756666666,,,,,,,,,,,,,,,,,414.5295843333333,,,,,,,,,,,,,,,
54,,,,,,,,,,,,255.1372680000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392.0092743333333,327.575352,,,,,,,,,,,,,,,,,358.057114,,,,,,,,,,,,,,,
55,,,,,,,,,,,,256.246425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371.7579926666668,321.05662566666666,,,,,,,,,,,,,,,,,345.76287033333347,,,,,,,,,,,,,,,
56,,,,,,,,,,,,249.83992066666664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388.7178453333334,220.77483066666665,,,,,,,,,,,,,,,,,402.43702,,,,,,,,,,,,,,,
57,,,,,,,,,,,,277.48467166666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369.880044,264.03751266666694,,,,,,,,,,,,,,,,,345.11168333333336,,,,,,,,,,,,,,,
58,,,,,,,,,,,,408.16584233333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.90624833333334,,,,,,,,,,,,,,,,,336.48469066666667,,,,,,,,,,,,,,,
59,,,,,,,,,,,,422.7006646666668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.7087293333333,,,,,,,,,,,,,,,,,433.44702699999993,,,,,,,,,,,,,,,
60,,,,,,,,,,,,422.40065299999986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.96006066666695,,,,,,,,,,,,,,,
61,,,,,,,,,,,,414.5059700000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363.77717666666666,,,,,,,,,,,,,,,
62,,,,,,,,,,,,408.68257233333344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368.9247333333333,,,,,,,,,,,,,,,
63,,,,,,,,,,,,416.9166149999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,464.8947816666667,,,,,,,,,,,,,,,
64,,,,,,,,,,,,529.1927096666669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.84075366666656,,,,,,,,,,,,,,,
65,,,,,,,,,,,,514.1204773333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469.2640203333331,,,,,,,,,,,,,,,
66,,,,,,,,,,,,432.78924133333317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452.1806189999999,,,,,,,,,,,,,,,
67,,,,,,,,,,,,447.835531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.8102003333335,,,,,,,,,,,,,,,
68,,,,,,,,,,,,429.9769060000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,466.92731066666687,,,,,,,,,,,,,,,
69,,,,,,,,,,,,333.50485499999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.226523000000043,,,,,,,,,,,,,,,
70,,,,,,,,,,,,333.0034689999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.02720733333334,,,,,,,,,,,,,,,
71,,,,,,,,,,,,431.6264946666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.60804466666667,,,,,,,,,,,,,,,
72,,,,,,,,,,,,433.06162766666665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.651453333333286,,,,,,,,,,,,,,,
73,,,,,,,,,,,,446.04786966666643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,621.8769939999999,,,,,,,,,,,,,,,
74,,,,,,,,,,,,474.5103806666669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,588.8056836666667,,,,,,,,,,,,,,,
75,,,,,,,,,,,,489.205628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.43064366666662,,,,,,,,,,,,,,,
76,,,,,,,,,,,,440.53019966666653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.42262433333334,,,,,,,,,,,,,,,
77,,,,,,,,,,,,486.04059166666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,447.8561609999999,,,,,,,,,,,,,,,
78,,,,,,,,,,,,481.28254866666674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486.7017599999999,,,,,,,,,,,,,,,
79,,,,,,,,,,,,487.5401583333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,483.11353433333335,,,,,,,,,,,,,,,
80,,,,,,,,,,,,495.39913266666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,473.86456799999996,,,,,,,,,,,,,,,
81,,,,,,,,,,,,678.0726200000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472.0033519999999,,,,,,,,,,,,,,,
82,,,,,,,,,,,,437.4746859999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489.5047656666668,,,,,,,,,,,,,,,
83,,,,,,,,,,,,1118.3453523333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479.61338333333316,,,,,,,,,,,,,,,
84,,,,,,,,,,,,-2115.4041106666664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476.5011816666665,,,,,,,,,,,,,,,
85,,,,,,,,,,,,-2288.469098000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470.22010566666677,,,,,,,,,,,,,,,
86,,,,,,,,,,,,-144.96379299999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487.77538333333337,,,,,,,,,,,,,,,
87,,,,,,,,,,,,74.03114400000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477.5631783333333,,,,,,,,,,,,,,,
88,,,,,,,,,,,,2921.863357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,483.9198386666665,,,,,,,,,,,,,,,
89,,,,,,,,,,,,428.52854566666696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,528.5118200000004,,,,,,,,,,,,,,,
90,,,,,,,,,,,,669.876958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,521.4153636666668,,,,,,,,,,,,,,,
91,,,,,,,,,,,,82.90131033333336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534.2470223333332,,,,,,,,,,,,,,,
