,"['Ag0+', 'Al0+', 'Al0+', 'Mg0+', 'Mg0+', 'Mg0+', 'Mg0+', 'Mg0+', 'Mg0+', 'Mg0+', 'Mg0+']","['Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Cr0+']","['Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Mn0+']","['Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Re0+']","['Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Tc0+']","['Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'V0+']","['Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Cr0+', 'Cr0+']","['Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Fe0+', 'Fe0+']","['Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Mn0+', 'Mn0+']","['Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Re0+', 'Re0+']","['Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Tc0+', 'Tc0+']","['Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'U0+', 'U0+']","['Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'V0+', 'V0+']","['Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Ca0+', 'Ca0+', 'Cr0+']","['Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Ca0+', 'Ca0+', 'Ni0+']","['Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Ca0+', 'Cr0+', 'Cr0+']","['Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Cr0+', 'Cr0+', 'Cr0+']","['Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Fe0+', 'Fe0+', 'Th0+']","['Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Fe0+', 'Fe0+', 'U0+']","['Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Fe0+', 'Fe0+', 'Y0+']","['Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Fe0+', 'Fe0+', 'Yb0+']","['Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Mo0+', 'Mo0+', 'Mo0+']","['Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Ca0+', 'Ca0+', 'Cr0+', 'Cr0+']","['Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Co0+', 'Co0+', 'Co0+', 'Co0+']","['Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Er0+', 'Ni0+', 'Ni0+', 'Ni0+']","['Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Ir0+', 'Ir0+', 'Ir0+', 'Ir0+']","['Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Mn0+', 'Mn0+', 'Mn0+', 'Mn0+']","['Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Mo0+', 'Mo0+', 'Mo0+', 'Mo0+']","['Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Os0+', 'Os0+', 'Os0+', 'Os0+']","['Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Ru0+', 'Ru0+', 'Ru0+', 'Ru0+']","['Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Th0+', 'Th0+', 'Th0+', 'Th0+']","['Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'U0+', 'U0+', 'U0+', 'U0+']","['Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Co0+', 'Co0+', 'Co0+', 'Co0+', 'Cu0+']","['Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Cr0+', 'Cr0+', 'Cr0+', 'Cr0+', 'Cr0+']","['Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Sr0+', 'Sr0+', 'Sr0+', 'Sr0+', 'Sr0+']","['Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Co0+', 'Co0+', 'Co0+', 'Nd0+', 'Nd0+', 'Nd0+']","['Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Co0+', 'Co0+', 'Co0+', 'Y0+', 'Y0+', 'Y0+']","['Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Co0+', 'Co0+', 'Gd0+', 'Gd0+', 'Ge0+', 'Ge0+']","['Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Ge0+', 'Ge0+', 'Ni0+', 'Ni0+', 'Tb0+', 'Tb0+']","['Al0+', 'Al0+', 'Al0+', 'Al0+', 'Al0+', 'Mg0+', 'Mg0+', 'Mg0+', 'Mg0+', 'Mg0+', 'Mg0+']","['Al0+', 'Al0+', 'Al0+', 'Al0+', 'Er0+', 'Er0+', 'Er0+', 'Mo0+', 'Mo0+', 'Mo0+', 'Mo0+']","['Al0+', 'Al0+', 'Al0+', 'Al0+', 'Fe0+', 'Fe0+', 'Fe0+', 'Si0+', 'Si0+', 'Si0+', 'Si0+']","['Al0+', 'Al0+', 'Al0+', 'Al0+', 'Mo0+', 'Mo0+', 'Mo0+', 'Mo0+', 'Yb0+', 'Yb0+', 'Yb0+']","['Al0+', 'Al0+', 'Al0+', 'Fe0+', 'Fe0+', 'Fe0+', 'Fe0+', 'Si0+', 'Si0+', 'Si0+', 'Si0+']","['Al0+', 'Al0+', 'Al0+', 'Li0+', 'Mg0+', 'Mg0+', 'Mg0+', 'Mg0+', 'Mg0+', 'Mg0+', 'Mg0+']","['Al0+', 'Al0+', 'Al0+', 'Lu0+', 'Mg0+', 'Mg0+', 'Mg0+', 'Mg0+', 'Mg0+', 'Mg0+', 'Mg0+']","['Al0+', 'Al0+', 'Al0+', 'Mg0+', 'Mg0+', 'Mg0+', 'Mg0+', 'Mg0+', 'Mg0+', 'Mg0+', 'Mg0+']","['Al0+', 'Al0+', 'Al0+', 'Mg0+', 'Mg0+', 'Mg0+', 'Mg0+', 'Mg0+', 'Mg0+', 'Mg0+', 'Na0+']","['Al0+', 'Al0+', 'Al0+', 'Mg0+', 'Mg0+', 'Mg0+', 'Mg0+', 'Mg0+', 'Mg0+', 'Mg0+', 'Nd0+']","['Al0+', 'Al0+', 'Al0+', 'Mg0+', 'Mg0+', 'Mg0+', 'Mg0+', 'Mg0+', 'Mg0+', 'Mg0+', 'Rb0+']","['Al0+', 'Al0+', 'Al0+', 'Mg0+', 'Mg0+', 'Mg0+', 'Mg0+', 'Mg0+', 'Mg0+', 'Mg0+', 'Sm0+']","['Al0+', 'Al0+', 'Al0+', 'Mg0+', 'Mg0+', 'Mg0+', 'Mg0+', 'Mg0+', 'Mg0+', 'Mg0+', 'Th0+']","['Al0+', 'Al0+', 'Al0+', 'Mg0+', 'Mg0+', 'Mg0+', 'Mg0+', 'Mg0+', 'Mg0+', 'Mg0+', 'Tm0+']","['Al0+', 'Al0+', 'Al0+', 'Mg0+', 'Mg0+', 'Mg0+', 'Mg0+', 'Mg0+', 'Mg0+', 'Mg0+', 'Y0+']","['Al0+', 'Al0+', 'Al0+', 'Mg0+', 'Mg0+', 'Mg0+', 'Mg0+', 'Mg0+', 'Mg0+', 'Mg0+', 'Yb0+']","['Al0+', 'Al0+', 'Ge0+', 'Ge0+', 'Sc0+', 'Sc0+', 'Sc0+', 'Sc0+', 'Sc0+', 'Sc0+', 'Sc0+']","['Al0+', 'Al0+', 'Mg0+', 'Mg0+', 'Mg0+', 'Mg0+', 'Mg0+', 'Mg0+', 'Mg0+', 'Mg0+', 'Mg0+']","['Al0+', 'Al0+', 'Mg0+', 'Mg0+', 'Mg0+', 'Mg0+', 'Mg0+', 'Mg0+', 'Mg0+', 'Mg0+', 'Pd0+']","['Al0+', 'B0+', 'B0+', 'Ru0+', 'Ru0+', 'Ru0+', 'Ru0+', 'Ru0+', 'Ru0+', 'Ru0+', 'Ru0+']","['Ce0+', 'Ce0+', 'Mg0+', 'Mg0+', 'Mg0+', 'Mg0+', 'Mg0+', 'Mg0+', 'Mg0+', 'Mg0+', 'Mg0+']","['Cu0+', 'Cu0+', 'Cu0+', 'Cu0+', 'Cu0+', 'Cu0+', 'Cu0+', 'Cu0+', 'Cu0+', 'Cu0+', 'Cu0+']","['La0+', 'La0+', 'La0+', 'La0+', 'La0+', 'La0+', 'La0+', 'La0+', 'La0+', 'La0+', 'La0+']","['La0+', 'La0+', 'La0+', 'La0+', 'La0+', 'La0+', 'La0+', 'La0+', 'La0+', 'Ni0+', 'Ni0+']","['Li0+', 'Li0+', 'Li0+', 'Li0+', 'Li0+', 'Pt0+', 'Pt0+', 'Pt0+', 'Pt0+', 'Pt0+', 'Pt0+']","['Sc0+', 'Sc0+', 'Sc0+', 'Sc0+', 'Sc0+', 'Sc0+', 'Sc0+', 'Sc0+', 'Sc0+', 'Sc0+', 'Sc0+']"
0,0.4651912159782222,0.8754543738507722,0.2805014342289376,0.12573559136590387,0.18480596627285775,0.8419095951573886,0.12580969555443042,0.3956558186496587,0.026569658505591464,0.42526406674515926,0.6846845553737743,0.8400352918438604,0.8098536012142491,0.3697481372523757,0.4973022370810699,0.31591608825696793,0.4304182019613939,0.24994027097543167,0.31187416119193206,0.38155694308441623,0.16668309961955804,0.5450438832268194,0.6895811513163196,0.05273158534410701,0.9779973263837082,0.8318842427077016,0.5053742093640767,0.6491367823873232,0.3516347035110989,0.7581836989586923,0.27000117327929907,0.5696357972725608,0.8266968690961057,0.6048432112076346,0.9168801738801703,0.3443500883289478,0.6251583956067859,0.8471194098364815,0.9771857053723106,0.548641475330454,0.6441321710740595,0.5374901756149814,0.2700438876242008,0.7069631539715431,0.26576053904625685,0.2641894784202207,0.23311536579021394,0.3875184737297097,0.6882926402459646,0.7204397277290493,0.28816018185900283,0.5639270027498265,0.3608895469928153,0.9031491499287697,0.6380833573618109,0.20843170788245255,0.8784583939292042,0.7128546447091652,0.16302178273440943,0.2912887017102168,0.5137921847341467,0.18094185802662424,0.8436497536816979,0.40398993385691534,0.11025982408185783
1,0.2958427706430325,0.9164428002180636,0.24158300346120323,0.2325751118878035,0.3718757622470232,0.817760028123376,0.12446086970772774,0.4141357612949655,0.057605444785448094,0.5496153864027769,0.40106814844328026,0.2588850181069924,0.7945381953744104,0.37620761597170393,0.8799546789849144,0.31260613957201305,0.6813682774551475,0.21858174415306372,0.20870431598038708,0.8082253367779573,0.8979627084747313,0.5420312468637157,0.7257379048114433,0.5252613191246037,0.655780321879361,0.9675573153751764,0.10621639149293166,0.9225902216136131,0.3558503395982118,0.7572749402732369,0.5377584743219658,,0.8275144665431073,0.5220876308374952,0.8466104421789435,0.4106918909763942,0.5645134800367185,0.9004530487676906,0.5960310751201595,0.6650286357535067,0.6372758061953253,0.15015607227661357,0.1180815615733344,0.6949857023246055,0.040670257735006536,0.6154897589126668,0.8060548539223957,0.5475557947320419,0.8125191265854101,0.6183702435121355,0.029425434267486672,0.6277102619551428,0.6375212834468836,0.8815349556838167,0.733157980229155,0.20695459010115586,0.8484466409563524,0.35440062006647627,0.13668933404463277,,0.5351925707928161,0.18265771586502977,0.5814753245267075,0.34624442441016257,0.07415628812470647
2,0.1868298812320759,0.3177806468590463,0.2409028360083636,0.28650293614262234,0.29723170682360384,0.7359185328409663,,0.5301204446060782,0.05023471834327612,0.4434752014493046,0.6569980809174333,0.5620541695910419,,0.2975641369350718,0.956809673723587,0.3349025332746354,0.44592808246194654,0.25453161569012084,0.2698642339102914,0.3978874287750047,0.17215039538699745,0.8770472073043323,0.7573054277537028,0.7424447661921031,0.7245239233733202,0.847938975487886,0.08574035908728518,0.8950353710568948,,0.21320273152548272,0.2863959190471843,,,0.5273695991736033,0.794182063669343,0.30532788327008037,0.570568173979038,0.8391202894764518,0.7063682994154075,0.6190754126412216,0.6586918051042829,0.8099976083812869,0.3352521052099859,0.7411172348574434,0.8433397254432096,0.2868396702315936,0.3278399839608524,0.5356462330460938,0.7621911001429058,0.9898518028369575,0.8340502016242676,0.48380078135641974,0.8460051582526021,0.35849576110931736,0.2671633194306229,0.4161633531527773,0.3031497335190008,0.5235230566248786,0.14459338924026122,,0.49669948821277626,,0.954797221930499,,0.11033313225386308
3,,0.31118408233110756,0.2868887401236051,0.3349141586938034,0.08744313289476793,0.5810733096591619,,0.533532714259711,0.07973209140528933,0.48594515753807466,0.8129129604926261,0.1724233975229273,,0.37988715080497365,0.7495583012286695,0.3134675708386524,,0.22109102645725676,0.24089728371375024,0.8011758359295041,0.5353887660211724,0.6849318958411337,0.7138393244403226,0.642624541764793,0.9085939553596638,0.9416245814649021,0.6346415182376197,0.9736720733542559,,0.2121130641082667,0.2886177940074205,,,0.6492894992169288,0.9033666007655342,0.37128648584745594,0.6781551180643696,0.9278604038003491,0.7478555564481155,0.5881163281811178,0.8218019830172011,0.2120055555181213,0.36719849154174006,0.5213384167427183,0.7359197157645704,0.5620615578153741,0.718149955706826,0.5265223384645021,0.9915774946274912,0.9783538955370912,0.3875972791490763,0.8806513294741307,0.9924620186945653,0.9208949737421279,0.5627712899595064,0.4159466508911497,0.8724229595973915,,0.719391109260112,,0.5346080065640141,,0.6828210101795772,,0.07424694668324866
4,,0.16451684238860337,,0.6881376782851522,0.7338502613892848,0.8272523286294133,,,0.08264735745441004,,,0.7227079906274191,,0.3295032133570148,0.6914270142152065,0.3564259536627263,,,,,,0.49574706684382114,0.6948981907213372,0.6382330243023352,,,0.6600361345624308,,,,,,,0.5749073694324695,0.8068928683275008,0.32674028543733324,0.6539598273360744,,,0.6492170704499158,,0.5375101407911843,,0.706977501300568,0.6061352468936956,0.27732529631200503,0.9165318489116406,0.7774870827909144,0.279195686742624,0.8668231971027143,0.42209423809606034,0.6304564894440645,0.5639332522001282,0.9520767962081683,0.45330055916330486,,0.7803864272097071,,,,0.16396293110690216,,,,
5,,0.2526009150322122,,0.03388713115701556,0.7012041411737355,0.7304995628885331,,,0.44485779203903836,,,0.1520768618813238,,0.29836159919676103,0.6850586619606575,0.23711761156981936,,,,,,0.6169740597558512,0.7227647184097231,,,,0.5008294826890973,,,,,,,0.4923808550180299,0.8590832964570212,0.36416343179674243,0.6487422356920421,,,0.6068564583952097,,0.1501878087207931,,0.6950073004528835,0.2657671125660811,0.9024267180857807,0.741719693961348,,0.518341489943314,0.4300031898122516,0.6559048750850491,0.39241729320212265,0.9436417345499971,0.6872459264719516,0.20211207043986945,,0.20411532040178743,,,,0.12261197074868446,,,,
6,,0.16362102022332692,,0.5951388842351659,0.26622205340841915,0.9162225311068459,,,0.615670294593882,,,0.9352693592087993,,0.2519363933558761,0.8802965173954115,,,,,,,0.991794850230942,,,,,,,,,,,,,,0.31048729551231496,0.6082804481800271,,,,,0.8101112993191562,,0.7410497249699282,0.04061362501203595,0.8153648183234556,0.3168807790817638,,0.6820922605524137,,0.6898373650895856,,0.7815248970594347,0.9031402533857654,0.45884439503558433,,,,,,0.5311038274257042,,,,
7,,0.26272347348727276,,0.2781750677089524,0.7726644606665087,0.6962070954845532,,,0.07298531347556926,,,0.5442691789890037,,0.30476189354787875,0.6448746434824227,,,,,,,0.6822763235819607,,,,,,,,,,,,,,0.25368604681451834,0.6934939257750841,,,,,0.21198552185692837,,0.5213677211588205,0.8434631537753707,0.393727372494969,0.9851335824672948,,0.813433220098946,,0.6325586499769957,,0.46011897874715635,0.8815154143129061,0.3143447337683216,,,,,,0.5187177157718024,,,,
8,,0.3075974042101099,,0.8146974474975098,0.11558214935258652,0.7350293196940111,,,0.37625811012078453,,,,,0.2795740370958143,0.9442655756904478,,,,,,,0.8462238005877659,,,,,,,,,,,,,,,,,,,,,,,0.7360183096554542,0.4792914941226136,0.532358067141369,,0.7675548560820137,,0.3626250666718132,,0.6626908406718196,0.35852755780961115,0.4134301532838892,,,,,,0.5352348578366718,,,,
9,,0.8062958456081308,,0.22988426935029985,0.08937886392994839,0.9351903848486873,,,0.3828709034598717,,,,,0.17122184981255617,0.7013925632711335,,,,,,,0.40770574144915345,,,,,,,,,,,,,,,,,,,,,,,0.60617745503761,0.6076867288714798,0.8909870701563625,,0.9925881294720821,,0.17456762207035176,,0.9775311206324131,0.9208877388688085,0.8409337112017222,,,,,,0.548815755091103,,,,
10,,0.3046723991405776,,0.7463819301831464,0.4269448130931675,0.8719137527081008,,,0.12225388070771913,,,,,0.3330703154485863,0.42317536727281635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5914238459440844,0.6567277955620232,,0.28136979133153694,,0.4092220917316785,,0.45906238119491877,0.9520694203489809,0.48636325467568703,,,,,,0.19051412402125406,,,,
11,,0.7553397385061243,,0.6576751505776104,0.5505269644175904,0.5954979121555485,,,0.11469508927510177,,,,,0.31804292397887557,0.7404830287028609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08787537196009776,0.8242199296200082,,0.5191054759017547,,0.5329676879268604,,0.9346925989417293,0.6872375567792874,0.6250997901237114,,,,,,0.22277240793047606,,,,
12,,,,0.2411424393543692,0.29957459705613027,,,,0.1122913150997438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4783965157479535,,,,,,,,,,,,,,,,,,
13,,,,0.6063954794844397,0.7224343113134951,,,,0.11043220042665561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36944538482409656,,,,,,,,,,,,,,,,,,
14,,,,0.466896720324357,0.7530180531167773,,,,0.43544813282156014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.49092646338995694,,,,,,,,,,,,,,,,,,
15,,,,0.23884321643677095,0.840342013617192,,,,0.43958387798300846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5898289883177837,,,,,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4750590005982782,,,,,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5985448898245321,,,,,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6488246247753287,,,,,,,,,,,,,,,,,,
19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6955957091767603,,,,,,,,,,,,,,,,,,
20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8696808652906909,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9691399093947927,,,,,,,,,,,,,,,,,,
22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8702466413727259,,,,,,,,,,,,,,,,,,
23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5218467451491043,,,,,,,,,,,,,,,,,,
24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31973837641239505,,,,,,,,,,,,,,,,,,
25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5852641907027369,,,,,,,,,,,,,,,,,,
