,"['Au0+', 'Au0+', 'Au0+', 'Au0+', 'Au0+']","['C4-', 'C4-', 'C4-', 'N3-', 'N3-']","['C4-', 'C4-', 'N3-', 'N3-', 'N3-']","['Co0+', 'Co0+', 'Co0+', 'Cu0+', 'Cu0+']","['Cu0+', 'Cu0+', 'Cu0+', 'Cu0+', 'Cu0+']","['F-', 'F-', 'F-', 'F-', 'F-']","['F-', 'F-', 'O2-', 'O2-', 'O2-']","['F-', 'O2-', 'O2-', 'O2-', 'O2-']","['Fe0+', 'Si0+', 'Si0+', 'Si0+', 'Si0+']","['Ge0+', 'Ge0+', 'Ge0+', 'Ge0+', 'Ge0+']","['H+', 'O2-', 'O2-', 'O2-', 'O2-']","['Li0+', 'Li0+', 'Li0+', 'Li0+', 'Li0+']","['N2.6-', 'N2.6-', 'N2.6-', 'N2.6-', 'O2-']","['N3-', 'N3-', 'N3-', 'N3-', 'O2-']","['N3-', 'N3-', 'N3-', 'O2-', 'O2-']","['N3-', 'N3-', 'O2-', 'O2-', 'O2-']","['N3-', 'O2-', 'O2-', 'O2-', 'O2-']","['Ni0+', 'Ni0+', 'Ni0+', 'Ni0+', 'Ni0+']","['Ni0+', 'Ni0+', 'Ni0+', 'Yb0+', 'Yb0+']","['O0+', 'O0+', 'O0+', 'O0+', 'O0+']","['O2-', 'O2-', 'O2-', 'O2-', 'O2-']","['Pd0+', 'Pd0+', 'Pd0+', 'Pd0+', 'Pd0+']","['Pd0+', 'Pd0+', 'Pd0+', 'Si0+', 'Si0+']","['Pt0+', 'Pt0+', 'Pt0+', 'Pt0+', 'Pt0+']","['Ru0+', 'Ru0+', 'Ru0+', 'Ru0+', 'Ru0+']","['S2-', 'S2-', 'S2-', 'S2-', 'S2-']","['Si0+', 'Si0+', 'Si0+', 'Si0+', 'Si0+']","['Si3-', 'Si3-', 'Si3-', 'Si3-', 'Si3-']","['Te2-', 'Te2-', 'Te2-', 'Te2-', 'Te2-']"
0,0.15971383570102765,0.30294955096098714,0.0,0.6675062464876098,0.0025160814988543423,0.12096133931038744,0.00016419462536260268,0.5725283287676816,0.2152158426055802,0.7026903055442829,0.387508918634655,0.000765125043339547,0.9036652481538309,0.49880277293194725,0.8939937522806174,0.4113689449008263,0.5513698756562084,0.14902466249142957,0.46189475293555216,0.6264865757166947,0.8924056106465148,0.041218686379187595,0.1762418301913544,9.27634880858447e-05,0.002034360421348477,0.0005589998977227226,0.01338481444887963,0.7872197824433336,0.7653628752916456
1,0.16070926752127615,0.03885056742174311,0.0,0.6677357592229256,0.002649328267167615,0.12104951422916385,0.0002559601622596129,,0.21502239813831095,0.7018945704660006,0.38757585476925305,0.000699999843619899,0.9036652481538309,0.49869999597289494,0.8939937522806174,0.4113689449008263,0.3482101008427088,0.0004303849003176975,0.4619368725737365,0.6852691813426182,0.8678800266717577,0.02627499063047837,0.17712068940047423,0.00011761332188597187,0.0020715073385664654,0.0005315917375455851,0.01338481444887963,0.7850678673715377,
2,0.08728568293983158,0.30294955096098714,0.41912654048669057,0.6612468547847035,,0.7499177737549564,0.00016419462536260268,,0.21439629542316557,0.9806972475739996,,,,0.49880277293194725,,0.4113689449008263,0.7996130904519463,0.00046418332947110915,,0.6851074468631316,0.8664483025640874,0.06784703747865829,0.18652035005104387,0.0013654095424837705,0.002034360421348477,,,0.7843577067695663,
3,0.08456608890062642,0.03885056742174311,0.0,0.6611059423152381,,,0.0002559601622596129,,0.2152158426055802,0.9781265048323778,,,,0.49869999597289494,,,0.5308344396427707,,,0.6851160943274643,0.865347838772142,0.06970727696062605,0.1856147040611491,0.001324849319436838,0.0020715073385664654,,,0.7903265129754455,
4,0.0035512974266070454,,0.0,,,,,,0.21502239813831095,0.9787023548352638,,,,,,,0.5513698756562084,,,0.6852802793654902,0.0941593898092222,0.0012612276912103402,0.17630173783956338,0.1929792335479361,,,,,
5,0.0035743131395962833,,0.41912654048669057,,,,,,0.21439629542316557,0.9810699503217377,,,,,,,0.34649767648036334,,,0.6546499483043822,0.09424583904711989,0.0012820469694282022,0.1768717969966599,0.18668047244366007,,,,,
6,0.1477162293488824,,,,,,,,,,,,,,,,0.7996130904519463,,,0.9734878583840362,0.09424583904711989,,0.1864021033818828,0.1865720371935132,,,,,
7,0.1477162293488824,,,,,,,,,,,,,,,,,,,0.973499037016803,0.09424583904711989,,0.18563189481647857,0.19261892038640518,,,,,
8,0.05415596890015186,,,,,,,,,,,,,,,,,,,0.972764634758119,0.13342940421842475,,,0.17208562057365664,,,,,
9,0.059743249280142095,,,,,,,,,,,,,,,,,,,0.9736304327633913,0.6612706938607676,,,0.2575352759276034,,,,,
